Time,Country,"Core CPI,not seas.adj,,,","Core CPI / CPI, not seas. adj.","CPI Price, seas. adj.,,,",CPI seasonal / CPI not seasonal,"CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","Core CPI / CPI, seas. adj.",Core CPI Seasonal / Core CPI Not Seasonal,"CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$, Billions","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,",Industrial Production % of GDP,"Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,, (USD to EURO)","Retail Sales Volume,Index,,,"
2014 [2014],United Kingdom,112.5379478,0.9887938052968077,113.2193043,0.9947804178090249,1.461971385,111.8456287,0.9878671255887588,0.9938481275557791,113.8133625,3067148.824,131.7508222,6.2,468867000000,478646000000,0.15605568150285493,893.820604,583120,291961.4152,-0.09489842563831197,0.09489842563831197,292092,0.607348683,0.607348683,111.9653778
2014 [2014],United States,108.092632,0.9893827581934228,108.8404878,0.9962279577268652,1.615463288,107.827176,0.9906899369850122,0.9975441804396067,109.2525932,17527300,160.1911756,6.158333333,3328930000000,3339020000000,0,2355186.995,2356356.2,1621873.8,0.04183834332726661,-0.04183834332726661,1621873.7,1,1,115.432793
2014Q1 [2014Q1],Brazil,..,,..,,..,..,,,..,600923.6464,..,..,..,..,,58861.31756,55661,57054.29578,0.0030070738451140485,-0.0030070738451140485,49566,..,..,..
2014Q1 [2014Q1],Canada,..,,..,,..,..,,,..,444919.5453,..,..,..,..,,152.0197,100584,116028.9,-0.26044457143789135,0.26044457143789135,117.4363507,..,..,..
2014Q1 [2014Q1],China,..,,..,,..,..,,,..,2549780.422,..,..,..,..,,513750.958,474334.124,548544.0708,-0.013645532964249894,0.013645532964249894,491091,..,..,..
2014Q1 [2014Q1],France,..,,..,,..,..,,,..,733527.8222,..,..,..,..,,137.483,170140,208173.3443,-0.28361004859510014,0.28361004859510014,205680.037,..,..,..
2014Q1 [2014Q1],Germany,..,,..,,..,..,,,..,994470.2027,..,..,..,..,,314395.5076,313349.8197,381852.4186,-0.06783200825610816,0.06783200825610816,378044,..,..,..
2014Q1 [2014Q1],India,..,,..,,..,..,,,..,476560.6298,..,..,..,..,,111899.275,111306.33,4964.881505,0.2243878046322827,-0.2243878046322827,5098.24,..,..,..
2014Q1 [2014Q1],Italy,..,,..,,..,..,,,..,557179.62,..,..,..,..,,212.391664,216.4434183,136037,-0.2437716733716858,0.2437716733716858,132167,..,..,..
2014Q1 [2014Q1],Japan,..,,..,,..,..,,,..,1246118.851,..,..,..,..,,219189.2294,218681.7094,171054,0.03862812071366378,-0.03862812071366378,169771,..,..,..
2014Q1 [2014Q1],United Kingdom,..,,..,,..,..,,,..,759936.6615,..,..,..,..,,224.3625172,143464,73410.8603,-0.09630604955726299,0.09630604955726299,72688,..,..,..
2014Q1 [2014Q1],United States,..,,..,,..,..,,,..,4276200,..,..,..,..,,577903.0698,551394.2,400397.8,0.04151004859454657,-0.04151004859454657,392539.5,..,..,..
2014Q2 [2014Q2],Brazil,..,,..,,..,..,,,..,640120.3221,..,..,..,..,,57710.5824,57373,58118.13208,-6.366766776955037E-4,6.366766776955037E-4,60930,..,..,..
2014Q2 [2014Q2],Canada,..,,..,,..,..,,,..,455937.6587,..,..,..,..,,140.495,103008,122953.4,-0.26936337162885904,0.26936337162885904,126.7627323,..,..,..
2014Q2 [2014Q2],China,..,,..,,..,..,,,..,2549228.056,..,..,..,..,,481134.4168,477957.1114,573366.0344,-0.03618021439192885,0.03618021439192885,570802,..,..,..
2014Q2 [2014Q2],France,..,,..,,..,..,,,..,734780.0948,..,..,..,..,,136.916,169392,201937.9107,-0.27464134661259204,0.27464134661259204,204773.8613,..,..,..
2014Q2 [2014Q2],Germany,..,,..,,..,..,,,..,1000022.872,..,..,..,..,,309339.5495,309554.7406,377766.0433,-0.06842492878502883,0.06842492878502883,379286,..,..,..
2014Q2 [2014Q2],India,..,,..,,..,..,,,..,501954.1362,..,..,..,..,,113339.5957,113206.88,4851.76547,0.2161309617872614,-0.2161309617872614,4769.16,..,..,..
2014Q2 [2014Q2],Italy,..,,..,,..,..,,,..,556714.9656,..,..,..,..,,220.3476737,230.1746527,136214,-0.244278779500265,0.244278779500265,138755,..,..,..
2014Q2 [2014Q2],Japan,..,,..,,..,..,,,..,1254425.625,..,..,..,..,,204887.6633,197664.1909,173731,0.024837393847084385,-0.024837393847084385,172501,..,..,..
2014Q2 [2014Q2],United Kingdom,..,,..,,..,..,,,..,781181.6691,..,..,..,..,,220.7751872,149287,72492.59965,-0.09251602709273046,0.09251602709273046,73614,..,..,..
2014Q2 [2014Q2],United States,..,,..,,..,..,,,..,4358200,..,..,..,..,,591791.7523,600456.7,407306,0.04233072192648342,-0.04233072192648342,410654.5,..,..,..
2014Q3 [2014Q3],Brazil,..,,..,,..,..,,,..,640083.991,..,..,..,..,,58201.99619,61320,59086.55178,-0.0013819367496101047,0.0013819367496101047,63094,..,..,..
2014Q3 [2014Q3],Canada,..,,..,,..,..,,,..,462355.1458,..,..,..,..,,147.571,104156,123990.8,-0.2678530348909983,0.2678530348909983,124.97864,..,..,..
2014Q3 [2014Q3],China,..,,..,,..,..,,,..,2640246.223,..,..,..,..,,488176.8924,505748.2861,604374.148,-0.044010007319684755,0.044010007319684755,634636,..,..,..
2014Q3 [2014Q3],France,..,,..,,..,..,,,..,713395.8113,..,..,..,..,,137.7795,159368,189608.1686,-0.2655894331012874,0.2655894331012874,183010.0896,..,..,..
2014Q3 [2014Q3],Germany,..,,..,,..,..,,,..,972743.2458,..,..,..,..,,300505.4413,299719.2448,375629.6497,-0.07722922644219093,0.07722922644219093,376715,..,..,..
2014Q3 [2014Q3],India,..,,..,,..,..,,,..,513396.3828,..,..,..,..,,120423.0036,120882.54,4918.569269,0.22498100532195645,-0.22498100532195645,4942.35,..,..,..
2014Q3 [2014Q3],Italy,..,,..,,..,..,,,..,538981.6522,..,..,..,..,,204.5004767,204.2113018,132087,-0.24468829130822128,0.24468829130822128,129031,..,..,..
2014Q3 [2014Q3],Japan,..,,..,,..,..,,,..,1233029.35,..,..,..,..,,199889.1089,203397.1498,176768,0.018751466783819858,-0.018751466783819858,175686,..,..,..
2014Q3 [2014Q3],United Kingdom,..,,..,,..,..,,,..,782335.4082,..,..,..,..,,226.5154433,147216,72597.58242,-0.09250644444588238,0.09250644444588238,70678,..,..,..
2014Q3 [2014Q3],United States,..,,..,,..,..,,,..,4430400,..,..,..,..,,594170.7927,606176,409288,0.04173049672715782,-0.04173049672715782,404621,..,..,..
2014Q4 [2014Q4],Brazil,..,,..,,..,..,,,..,578880.4746,..,..,..,..,,54657.2728,54773,51403.71004,0.005620439629179369,-0.005620439629179369,51384,..,..,..
2014Q4 [2014Q4],Canada,..,,..,,..,..,,,..,443053.5023,..,..,..,..,,152.1576,104779,116431,-0.2624487602431035,0.2624487602431035,119.8077207,..,..,..
2014Q4 [2014Q4],China,..,,..,,..,..,,,..,2690174.002,..,..,..,..,,472301.0747,495357.263,600065.5745,-0.047493024505111545,0.047493024505111545,645764,..,..,..
2014Q4 [2014Q4],France,..,,..,,..,..,,,..,676366.329,..,..,..,..,,142.074,156378,171960.4947,-0.2540315999379088,0.2540315999379088,178334.2741,..,..,..
2014Q4 [2014Q4],Germany,..,,..,,..,..,,,..,926926.2055,..,..,..,..,,285847.5009,286792.2846,358394.9185,-0.07826665938403016,0.07826665938403016,358574,..,..,..
2014Q4 [2014Q4],India,..,,..,,..,..,,,..,509589.3971,..,..,..,..,,116600.957,117524.52,4933.251455,0.2191327099435052,-0.2191327099435052,4867.43,..,..,..
2014Q4 [2014Q4],Italy,..,,..,,..,..,,,..,510389.3896,..,..,..,..,,182.5741261,170.5560068,126185,-0.24687508878789594,0.24687508878789594,129879,..,..,..
2014Q4 [2014Q4],Japan,..,,..,,..,..,,,..,1128285.59,..,..,..,..,,188891.2616,192928.2894,169130,0.01751441459072432,-0.01751441459072432,172864,..,..,..
2014Q4 [2014Q4],United Kingdom,..,,..,,..,..,,,..,743695.0848,..,..,..,..,,222.1674564,143153,73460.37279,-0.09847880782121313,0.09847880782121313,75112,..,..,..
2014Q4 [2014Q4],United States,..,,..,,..,..,,,..,4462500,..,..,..,..,,591321.3797,598329.3,404882,0.04177913270588236,-0.04177913270588236,414058.7,..,..,..
2015 [2015],Brazil,140.9667968,0.9943346304902141,141.7891396,1.0001351731905948,9.027084429,140.7962854,0.9929976710289593,0.9987904144531146,141.7699761,1822047.255,39.60443985,8.302700262,463771000000,511846000000,0.2809180709201749,171879.5733,171459,191201.6544,-0.010604599330218805,0.010604599330218805,190971,3.33169432,3.33169432,83.82477271
2015 [2015],Canada,108.6096177,0.9876982087021864,109.2904433,0.9938896514104743,1.118583128,108.162355,0.9896780700495155,0.9958819236318884,109.9623516,1558123.953,100.6204607,6.9,246176000000,244412000000,0.15686300151500207,538.3343,437827,410194.5,-0.262916287828867,0.262916287828867,418.3571489,1.278921113,1.278921113,91.61144376
2015 [2015],China,109.4091904,0.9383010361097556,117.2592757,1.0056239286712563,1.539685407,109.3760254,0.9327707743976795,0.9996968719000776,116.6035059,1.094732523E7,126.9712913,4.046961394,4708400000000,4497860000000,0.4108638325345524,1657297.532,1659298.574,2284387.805,-0.057282510551666534,0.057282510551666534,2273468,6.285358703,6.285358703,..
2015 [2015],France,107.0672734,1.0020509623902933,106.3115742,0.9949783146372445,0.062541173,106.3803191,1.000646636083769,0.993583900306926,106.8481319,2440709.063,103.5728238,10.025,360859000000,368821000000,0.15111223438760182,558.2767,553120,561189.6883,-0.22970022117707847,0.22970022117707847,561261.5726,5.908790793,0.900747622,94.61831106
2015 [2015],Germany,108.0272587,0.9972578074648305,107.8838547,0.995933967904865,0.56984832,107.4529823,0.9960061456721383,0.9946839676678753,108.3243048,3360631.85,145.427668,4.628806578,1055310000000,1173600000000,0.3492200432487123,1054112.592,1053956.504,1323997.002,-0.08030763917208014,0.08030763917208014,1324175,1.761834092,0.900747622,89.23936151
2015 [2015],India,..,,149.2952615,0.9980640372621902,4.911477204,..,,,149.5848522,2088482.384,113.5944551,8.5,609037000000,588316000000,0.2816954571928053,393264.6853,393831.44,17164.62126,0.18008294775255332,-0.18008294775255332,17165.62,64.13791287,64.13791287,..
2015 [2015],Italy,109.6491228,1.011302012497144,108.2638843,0.998525854812839,0.043130105,107.8838547,0.9964897841744996,0.9839007549269696,108.4237166,1836582.493,74.69086588,11.88252533,440095000000,494341000000,0.2691635153248736,689.034463,689.4030024,456136,-0.24798611947620258,0.24798611947620258,457168,1744.121424,0.900747622,75.37862876
2015 [2015],Japan,100.6965425,0.972728600898237,103.3057851,0.9979338844232603,0.78951789,100.1920508,0.9698590519690073,0.9949899799191219,103.5196687,4391505.057,135.2824284,3.371588949,1623130000000,1743550000000,0.39702789302742686,648328.4598,648182.3389,625076,0.005294872600211594,-0.005294872600211594,624920,121.0042359,121.0042359,74.57603015
2015 [2015],United Kingdom,113.8443002,0.9998708867996049,113.2669593,0.994800221367479,0.042090947,113.147771,0.9989477222595488,0.9938817384904088,113.8590009,2931212.415,122.823392,5.375,473577000000,483454000000,0.1649331169334584,863.1014121,608915,285871.9351,-0.0972324053451104,0.0972324053451104,285960,0.654040092,0.654040092,108.0065481
2015 [2015],United States,110.0690185,1.0062791032051355,108.9723341,0.9962529340835214,0.121137233,109.8011177,1.0076054496477929,0.997566065331999,109.3821964,18224900,167.9898297,5.275,3295790000000,3305790000000,0,2247766.836,2248811.4,1503328.5,0.04084732075347465,-0.04084732075347465,1503328.4,1,1,122.1043032
2015Q1 [2015Q1],Brazil,..,,..,,..,..,,,..,519531.4683,..,..,..,..,,50534.73339,48323,47850.01109,0.005167583609102435,-0.005167583609102435,42747,..,..,..
2015Q1 [2015Q1],Canada,..,,..,,..,..,,,..,399852.8379,..,..,..,..,,139.8103,105608,103337.6,-0.2580894267050543,0.2580894267050543,103.9334163,..,..,..
2015Q1 [2015Q1],China,..,,..,,..,..,,,..,2677953.199,..,..,..,..,,417693.4318,384497.051,595579.5874,-0.06642616296148346,0.06642616296148346,513058,..,..,..
2015Q1 [2015Q1],France,..,,..,,..,..,,,..,615693.0483,..,..,..,..,,142.847,139590,144910.0645,-0.23512888102231963,0.23512888102231963,142437.756,..,..,..
2015Q1 [2015Q1],Germany,..,,..,,..,..,,,..,840329.0614,..,..,..,..,,264114.061,264043.8284,331499.9713,-0.08018990821016486,0.08018990821016486,328896,..,..,..
2015Q1 [2015Q1],India,..,,..,,..,..,,,..,515005.7424,..,..,..,..,,97259.55223,96419.47,4295.599506,0.18051051681632668,-0.18051051681632668,4385.52,..,..,..
2015Q1 [2015Q1],Italy,..,,..,,..,..,,,..,461249.3863,..,..,..,..,,171.7318548,174.4909715,115892,-0.25088438398470775,0.25088438398470775,111377,..,..,..
2015Q1 [2015Q1],Japan,..,,..,,..,..,,,..,1110450.17,..,..,..,..,,171060.4498,170994.9907,161367,0.008729297416380243,-0.008729297416380243,159490,..,..,..
2015Q1 [2015Q1],United Kingdom,..,,..,,..,..,,,..,715517.5323,..,..,..,..,,214.855223,143576,71133.68338,-0.09911543037811318,0.09911543037811318,70264,..,..,..
2015Q1 [2015Q1],United States,..,,..,,..,..,,,..,4496100,..,..,..,..,,567886.8948,542405.3,383706,0.040964590378327885,-0.040964590378327885,372774.9,..,..,..
2015Q2 [2015Q2],Brazil,..,,..,,..,..,,,..,483684.8621,..,..,..,..,,44632.21103,43777,49168.29618,-0.00937818299771842,0.00937818299771842,51528,..,..,..
2015Q2 [2015Q2],Canada,..,,..,,..,..,,,..,403645.0165,..,..,..,..,,134.722,108158,105926.4,-0.2620908810353168,0.2620908810353168,109.7976768,..,..,..
2015Q2 [2015Q2],China,..,,..,,..,..,,,..,2756460.948,..,..,..,..,,417381.1543,413729.5319,557069.6296,-0.050676747443620954,0.050676747443620954,554247,..,..,..
2015Q2 [2015Q2],France,..,,..,,..,..,,,..,605625.1254,..,..,..,..,,134.673,140650,141473.8075,-0.2333772635450834,0.2333772635450834,144077.5161,..,..,..
2015Q2 [2015Q2],Germany,..,,..,,..,..,,,..,835478.8887,..,..,..,..,,261946.8174,262049.5978,330562.7509,-0.0821276688472236,0.0821276688472236,333061,..,..,..
2015Q2 [2015Q2],India,..,,..,,..,..,,,..,524571.2057,..,..,..,..,,100262.9893,99880.5,4318.225308,0.1829013162549955,-0.1829013162549955,4252.15,..,..,..
2015Q2 [2015Q2],Italy,..,,..,,..,..,,,..,456093.5747,..,..,..,..,,169.6076645,177.6451044,115103,-0.25199520166689166,0.25199520166689166,118523,..,..,..
2015Q2 [2015Q2],Japan,..,,..,,..,..,,,..,1095088.741,..,..,..,..,,163658.602,157588.9856,156738,0.006319672315944315,-0.006319672315944315,154872,..,..,..
2015Q2 [2015Q2],United Kingdom,..,,..,,..,..,,,..,734733.5446,..,..,..,..,,213.1392381,149794,73525.96379,-0.09978151275482133,0.09978151275482133,74833,..,..,..
2015Q2 [2015Q2],United States,..,,..,,..,..,,,..,4554900,..,..,..,..,,566235.6988,574017.9,381759.2,0.04050066934510088,-0.04050066934510088,387682.2,..,..,..
2015Q3 [2015Q3],Brazil,..,,..,,..,..,,,..,424200.1277,..,..,..,..,,39454.00742,42131,47138.92921,-0.018116264678342764,0.018116264678342764,50131,..,..,..
2015Q3 [2015Q3],Canada,..,,..,,..,..,,,..,381716.0636,..,..,..,..,,130.784,110765,102894.3,-0.2692145440011815,0.2692145440011815,102.9019801,..,..,..
2015Q3 [2015Q3],China,..,,..,,..,..,,,..,2755247.597,..,..,..,..,,410408.4519,425819.2544,565668.9268,-0.056350824901926236,0.056350824901926236,594245,..,..,..
2015Q3 [2015Q3],France,..,,..,,..,..,,,..,614463.78,..,..,..,..,,143.0317,132716,139122.9035,-0.2261807389200385,0.2261807389200385,134367.9927,..,..,..
2015Q3 [2015Q3],Germany,..,,..,,..,..,,,..,847999.5303,..,..,..,..,,265762.5568,265563.6334,332177.5058,-0.07831955871072722,0.07831955871072722,333479,..,..,..
2015Q3 [2015Q3],India,..,,..,,..,..,,,..,523296.2385,..,..,..,..,,101926.0695,102390.25,4334.785292,0.18649337990225207,-0.18649337990225207,4334.13,..,..,..
2015Q3 [2015Q3],Italy,..,,..,,..,..,,,..,462778.933,..,..,..,..,,173.1902309,173.5848725,112943,-0.24367965291345706,0.24367965291345706,111071,..,..,..
2015Q3 [2015Q3],Japan,..,,..,,..,..,,,..,1091480.097,..,..,..,..,,160526.8589,163074.7847,156230,0.003936726754624452,-0.003936726754624452,155217,..,..,..
2015Q3 [2015Q3],United Kingdom,..,,..,,..,..,,,..,746817.6152,..,..,..,..,,219.9136623,155839,70948.50861,-0.09470665060405502,0.09470665060405502,68726,..,..,..
2015Q3 [2015Q3],United States,..,,..,,..,..,,,..,4586200,..,..,..,..,,564314.731,575197.8,374023.6,0.041492113514456426,-0.041492113514456426,371916.9,..,..,..
2015Q4 [2015Q4],Brazil,..,,..,,..,..,,,..,394630.7969,..,..,..,..,,37258.62144,37228,47044.41792,-0.024797346169816877,0.024797346169816877,46565,..,..,..
2015Q4 [2015Q4],Canada,..,,..,,..,..,,,..,372910.035,..,..,..,..,,133.018,113296,98036.2,-0.2625383411846238,0.2625383411846238,101.7240756,..,..,..
2015Q4 [2015Q4],China,..,,..,,..,..,,,..,2757663.487,..,..,..,..,,411814.4943,435252.7367,566069.6615,-0.055936907431664455,0.055936907431664455,611918,..,..,..
2015Q4 [2015Q4],France,..,,..,,..,..,,,..,604927.1089,..,..,..,..,,137.725,140164,135682.9128,-0.22406862877492048,0.22406862877492048,140378.3078,..,..,..
2015Q4 [2015Q4],Germany,..,,..,,..,..,,,..,836824.3694,..,..,..,..,,262289.1569,262299.4449,329756.774,-0.08062338952721228,0.08062338952721228,328739,..,..,..
2015Q4 [2015Q4],India,..,,..,,..,..,,,..,525609.1968,..,..,..,..,,93816.07424,95141.22,4216.011154,0.17046897891342225,-0.17046897891342225,4193.82,..,..,..
2015Q4 [2015Q4],Italy,..,,..,,..,..,,,..,456460.5989,..,..,..,..,,174.5047129,163.6820539,112198,-0.2454176670605512,0.2454176670605512,116197,..,..,..
2015Q4 [2015Q4],Japan,..,,..,,..,..,,,..,1094486.05,..,..,..,..,,153082.5491,156523.5778,150741,0.0021394051573338955,-0.0021394051573338955,155341,..,..,..
2015Q4 [2015Q4],United Kingdom,..,,..,,..,..,,,..,734143.723,..,..,..,..,,215.1932887,159706,70263.77937,-0.09541535790165709,0.09541535790165709,72137,..,..,..
2015Q4 [2015Q4],United States,..,,..,,..,..,,,..,4587700,..,..,..,..,,549329.5113,557190.4,363839.7,0.040431983630141465,-0.040431983630141465,370954.4,..,..,..
2016 [2016],Brazil,151.7014108,0.984055165767455,154.1734381,1.0000906872675832,8.734306853,151.5092821,0.9827197471053868,0.9987335074935244,154.1594578,1809128.8,40.1214326,11.28134312,433276000000,479019000000,0.26477882613996306,137815.3667,137586,185429.0248,-0.026318556257575468,0.026318556257575468,185234,3.486714603,3.486714603,82.88340132
2016 [2016],Canada,110.6556153,0.9921294113443412,110.8592401,0.9939550950424654,1.435438204,110.1620577,0.9937111024812086,0.9955396967550006,111.5334492,1529504.812,94.99256923,6.991666667,246301000000,244247000000,0.159690246204992,587.4698,469360,394059.9,-0.2572547841059032,0.2572547841059032,401.2439331,1.32508415,1.32508415,91.8564003
2016 [2016],China,111.1998541,0.933844660256042,119.7409253,1.005571676424732,2.116378095,111.167013,0.9283961412648278,0.9997046659794134,119.0774642,1.121243363E7,97.05083341,4.037111949,4994100000000,4769840000000,0.42540630851430955,1570040.477,1576649.233,2094622.146,-0.046785710070686944,0.046785710070686944,2097644,6.645067075,6.645067075,..
2016 [2016],France,107.723055,1.0063434948405499,106.5091431,0.9950031894261283,0.185839528,107.0319149,1.0049082340237137,0.993584102307533,107.0440218,2469205.871,95.29868844,9.725,362879000000,371139000000,0.15030702962393855,541.561,550724,555343.5545,-0.22468843121424767,0.22468843121424767,554402.2084,5.932393433,0.904334937,97.04705935
2016 [2016],Germany,109.2524576,1.0036329270807742,108.4052499,0.9958501681161249,0.483293059,108.6772345,1.0025089615147873,0.9947349184390338,108.8569881,3460203.858,134.6403158,4.126032712,1067920000000,1189150000000,0.34366472288928357,1057550.373,1056284.718,1333582.572,-0.0797733920681618,0.0797733920681618,1332646,1.76882009,0.904334937,90.73996345
2016 [2016],India,..,,156.6846697,0.9980764948471795,4.949526248,..,,,156.9866343,2228667.858,104.4544888,8.5,640742000000,618952000000,0.27772285483375964,361280.6661,361496.57,17760.50748,0.15413699147089327,-0.15413699147089327,17767.19,67.18515704,67.18515704,..
2016 [2016],Italy,110.3344298,1.0185566386561757,108.1658809,0.9985375939903417,-0.090522768,108.5490831,1.0035427271225599,0.9838187707750315,108.324295,1876449.054,58.49918982,11.68004445,449292000000,501055000000,0.2670229702916304,666.7489034,667.4522735,462579,-0.24616295876082978,0.24616295876082978,461777,1751.14209,0.904334937,74.80173432
2016 [2016],Japan,101.0574018,0.9773547485020627,103.1852617,0.9979338841256755,-0.116666667,100.5260521,0.9742287846521012,0.99474210012789,103.3988958,4930511.189,133.0041023,3.113240403,1626780000000,1744570000000,0.35383146556733225,607457.2829,607515.2833,642205,-0.007047487728558932,0.007047487728558932,645052,108.7959004,108.7959004,82.52394406
2016 [2016],United Kingdom,115.329956,1.0062809984595928,114.0165319,0.994821064192828,0.661775097,114.6252923,1.0053392292315462,0.9938900202129619,114.6100902,2702290.089,106.739413,4.891666667,479085000000,488955000000,0.18094097372830203,766.6911688,652363,297754.81,-0.10990238244225747,0.10990238244225747,297922,0.740700521,0.740700521,100.2053414
2016 [2016],United States,112.5025369,1.0157128865397484,110.3459348,0.9962423163244676,1.260504054,112.2157988,1.016945472467011,0.9974512743632185,110.7621439,18715100,171.021622,4.875,3231220000000,3241020000000,0,2186966.912,2186785.9,1451459.5,0.03930021276936805,-0.03930021276936805,1451459.8,1,1,127.4969663
2016Q1 [2016Q1],Brazil,..,,..,,..,..,,,..,391871.264,..,..,..,..,,33507.37506,32194,44558.9699,-0.028202105781351697,0.028202105781351697,40573,..,..,..
2016Q1 [2016Q1],Canada,..,,..,,..,..,,,..,364141.04,..,..,..,..,,142.292,116303,94840.1,-0.26005804783772796,0.26005804783772796,95.54273487,..,..,..
2016Q1 [2016Q1],China,..,,..,,..,..,,,..,2740024.833,..,..,..,..,,365654.428,334964.1019,511386.42,-0.05318637635865542,0.05318637635865542,446204,..,..,..
2016Q1 [2016Q1],France,..,,..,,..,..,,,..,615374.2883,..,..,..,..,,135.537,137199,138411.1302,-0.22470160978287335,0.22470160978287335,136588.3295,..,..,..
2016Q1 [2016Q1],Germany,..,,..,,..,..,,,..,853687.4694,..,..,..,..,,259375.0394,260104.4767,325341.358,-0.07727221139413389,0.07727221139413389,324200,..,..,..
2016Q1 [2016Q1],India,..,,..,,..,..,,,..,531234.0882,..,..,..,..,,85299.41181,83595.79,4302.881905,0.1524686229745601,-0.1524686229745601,4383.73,..,..,..
2016Q1 [2016Q1],Italy,..,,..,,..,..,,,..,465108.7943,..,..,..,..,,168.9952307,171.9352569,112093,-0.24064048270200594,0.24064048270200594,109679,..,..,..
2016Q1 [2016Q1],Japan,..,,..,,..,..,,,..,1161309.882,..,..,..,..,,149301.4671,149126.4011,151279,-0.0017028468720117127,0.0017028468720117127,152179,..,..,..
2016Q1 [2016Q1],United Kingdom,..,,..,,..,..,,,..,701509.2049,..,..,..,..,,205.6422863,161396,69803.10265,-0.09921104367207997,0.09921104367207997,69071,..,..,..
2016Q1 [2016Q1],United States,..,,..,,..,..,,,..,4606100,..,..,..,..,,538125.766,512263.7,354537.6,0.03985761620459825,-0.03985761620459825,346947.8,..,..,..
2016Q2 [2016Q2],Brazil,..,,..,,..,..,,,..,446075.752,..,..,..,..,,35539.69796,34419,47703.31122,-0.027268044060821325,0.027268044060821325,49679,..,..,..
2016Q2 [2016Q2],Canada,..,,..,,..,..,,,..,388444.6244,..,..,..,..,,141.992,119723,95938.2,-0.24661483769525427,0.24661483769525427,99.5363011,..,..,..
2016Q2 [2016Q2],China,..,,..,,..,..,,,..,2814202.168,..,..,..,..,,390236.2257,386778.6091,522046.3609,-0.04683747909045034,0.04683747909045034,519004,..,..,..
2016Q2 [2016Q2],France,..,,..,,..,..,,,..,627732.8015,..,..,..,..,,140.473,141401,145811.4253,-0.23205885044068392,0.23205885044068392,148379.3685,..,..,..
2016Q2 [2016Q2],Germany,..,,..,,..,..,,,..,881523.7452,..,..,..,..,,267892.9858,267691.5107,344118.2028,-0.08646983976898551,0.08646983976898551,346604,..,..,..
2016Q2 [2016Q2],India,..,,..,,..,..,,,..,555417.6199,..,..,..,..,,84766.48331,84892.42,4465.863032,0.14457701268544146,-0.14457701268544146,4410.61,..,..,..
2016Q2 [2016Q2],Italy,..,,..,,..,..,,,..,477157.4167,..,..,..,..,,171.7460738,179.7520358,117807,-0.24653342861096098,0.24653342861096098,121711,..,..,..
2016Q2 [2016Q2],Japan,..,,..,,..,..,,,..,1237590.427,..,..,..,..,,149776.9494,144191.8728,160415,-0.008595776411900112,0.008595776411900112,157734,..,..,..
2016Q2 [2016Q2],United Kingdom,..,,..,,..,..,,,..,713570.2616,..,..,..,..,,209.3702902,166748,73819.09783,-0.10315694403344233,0.10315694403344233,74870,..,..,..
2016Q2 [2016Q2],United States,..,,..,,..,..,,,..,4659300,..,..,..,..,,539112.806,545897.6,358137.8,0.03884167278346533,-0.03884167278346533,363427.5,..,..,..
2016Q3 [2016Q3],Brazil,..,,..,,..,..,,,..,484813.3131,..,..,..,..,,33925.49186,36598,46383.85673,-0.02569724166677385,0.02569724166677385,49111,..,..,..
2016Q3 [2016Q3],Canada,..,,..,,..,..,,,..,390009.3941,..,..,..,..,,155.743,117308,100614.7,-0.25758086476820075,0.25758086476820075,100.5938881,..,..,..
2016Q3 [2016Q3],China,..,,..,,..,..,,,..,2824003.352,..,..,..,..,,396487.1331,412000.9833,526423.3854,-0.046011366172061134,0.046011366172061134,552930,..,..,..
2016Q3 [2016Q3],France,..,,..,,..,..,,,..,622266.5725,..,..,..,..,,136.9889,132657,137770.8411,-0.22118149725935984,0.22118149725935984,132302.3807,..,..,..
2016Q3 [2016Q3],Germany,..,,..,,..,..,,,..,875903.7134,..,..,..,..,,263569.9662,262852.4246,331683.5198,-0.07776374566971893,0.07776374566971893,331974,..,..,..
2016Q3 [2016Q3],India,..,,..,,..,..,,,..,566991.734,..,..,..,..,,90277.80652,90448.93,4449.217305,0.15137538004213655,-0.15137538004213655,4423.15,..,..,..
2016Q3 [2016Q3],Italy,..,,..,,..,..,,,..,474703.1785,..,..,..,..,,162.498313,161.8023276,117056,-0.24624545817529217,0.24624545817529217,112916,..,..,..
2016Q3 [2016Q3],Japan,..,,..,,..,..,,,..,1307393.063,..,..,..,..,,154837.1456,156916.3322,167374,-0.009589200642714447,0.009589200642714447,166140,..,..,..
2016Q3 [2016Q3],United Kingdom,..,,..,,..,..,,,..,657504.0436,..,..,..,..,,183.0815345,161925,74328.15225,-0.11276747487291043,0.11276747487291043,71896,..,..,..
2016Q3 [2016Q3],United States,..,,..,,..,..,,,..,4701700,..,..,..,..,,551486.2494,561751.7,367235.8,0.039188048875938485,-0.039188048875938485,362945.6,..,..,..
