Column,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","Stock Markets, US$, Billions","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,",Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
122,1991M09 [1991M09],Japan,98.18731118,97.06668795,2.646051863,,97.61904762,146.3262316,66010.15307,2.088586589,1.4637E11,1.63666E11,18014.18296,18231.19664,26341,28014,134.4161905,134.4161905,68.424921,-3.3430024948277666,12.303953349918618
123,1991M09 [1991M09],United Kingdom,,68.97368285,7.00535381,,69.45393269,48.85208042,41242.24326,9.3,36561013283,38930733114,74.1318518,16185,8979.524443,8555.123457,0.579546849,0.579546849,,,-0.5324166072058173
124,1991M09 [1991M09],United States,65.15634797,62.99198117,3.396226415,64.99481039,63.31713485,28.74880016,77073.96377,6.9,1.69185E11,1.72554E11,40607.78222,41501.9,35158.6,34391.3,1.0,1.0,57.63834243,-2.2333447228680066,-3.595548993679544
125,1991M10 [1991M10],Canada,75.35842294,71.7477172,4.422487009,,72.11120765,27.18423157,16955.72283,10.3,13344985844,16163543499,13.0160256,11360,11030.4,11.35511023,1.128217391,1.128217391,,,-1.8147162371130232
126,1991M10 [1991M10],France,,74.73952796,2.777777778,76.83498178,75.09349289,36.36230505,37804.39226,8.033333333,27443067858,31211772253,35.86446756,20009,22296.40211,24825.454,5.759217391,0.809652867,,,-8.346449497086459
127,1991M10 [1991M10],Germany,,72.81553398,5.46875,74.73233405,72.48104009,,65705.34115,5.157563892,67174709321,80978067491,34304.9993,36819.48305,33156.15953,35854,1.689478261,0.809652867,104.7396196,0.4570825801035691,
128,1991M10 [1991M10],Japan,98.59013092,97.89127414,2.633949889,,98.65424431,160.9577992,66289.24454,2.036413524,1.45671E11,1.63278E11,20808.7044,21420.84094,27837,28666,130.7126087,130.7126087,70.74929308,-3.020030528536706,16.454628595189096
129,1991M10 [1991M10],United Kingdom,,69.30184485,6.842951681,,69.7955094,47.95163893,40769.18099,9.4,37000064753,42936917956,71.71453312,17508,9004.168567,9420.62963,0.580728751,0.580728751,,,-0.5632736463666743
130,1991M10 [1991M10],United States,65.38353189,63.08394026,2.848575712,65.13078279,63.40943388,28.83839405,76807.64465,7.0,1.6889E11,1.71271E11,42564.11131,46631,36655.5,37896.5,1.0,1.0,57.2191157,-3.853397189247376,-7.972482224680423
131,1991M11 [1991M11],Canada,75.62724014,71.80740244,4.073451514,,72.37185056,27.81754901,17381.98486,10.4,13276384465,16401959741,13.69976517,11747,10874,11.47594601,1.130761905,1.130761905,,,-2.171900635031368
132,1991M11 [1991M11],France,,75.05847331,3.216374269,77.1473191,75.38198525,37.21619696,34005.01184,8.1,27882108829,29084884375,37.24872951,18986,23747.163,23988.18985,5.542190476,0.779133404,,,-3.804372381697358
133,1991M11 [1991M11],Germany,,73.13915858,5.9375,74.94646681,72.69772481,,66953.9168,5.233766373,67968111399,78044079539,35135.83668,35802.59795,35291.70452,35875,1.62147619,0.779133404,102.4738658,0.3455146592047085,
134,1991M11 [1991M11],Japan,98.79154079,98.60845899,3.025501569,,98.86128364,156.723348,67024.11849,2.07200693,1.46988E11,1.63302E11,20382.67738,20807.21605,28530,27256,129.6580952,129.6580952,71.58698871,-1.7000416552792499,5.7763223484651895
135,1991M11 [1991M11],United Kingdom,,69.67877977,7.011601598,,70.02322722,48.14488993,41335.22094,9.5,37119806063,41997875493,64.67690282,17120,9033.168029,9552.740741,0.562062829,0.562062829,,,-0.540318544367675
136,1991M11 [1991M11],United States,65.61071581,63.35981755,3.066566941,65.35740347,63.59403194,28.51740435,76981.96261,7.0,1.68697E11,1.68253E11,41204.03441,41911.2,37085.3,36969.6,1.0,1.0,57.11902634,-3.0211517271556674,-5.392877234197924
137,1991M12 [1991M12],Canada,75.35842294,71.6300312,3.695478446,,72.02432667,26.52170453,16296.9269,10.3,13125057894,14778595972,13.41469558,11837,10872.7,11.45554061,1.147227273,1.147227273,,,-2.8617487295668265
138,1991M12 [1991M12],France,,75.05847331,3.216374269,77.35554399,75.1362325,36.37277911,34856.25133,8.166666667,27632517044,29087957912,36.86525602,19281,23939.57629,24275.30849,5.333409091,0.751463159,,,-3.862458281227719
139,1991M12 [1991M12],Germany,,73.13915858,5.9375,75.05353319,72.80606717,,68580.22196,5.17426201,67879955613,71784905240,32883.83802,34310.39791,34676.31909,35567,1.560863636,0.751463159,102.0619106,0.33529903555817564,
140,1991M12 [1991M12],Japan,98.89224572,98.40887036,2.681759652,,98.44720497,148.6158085,68033.06429,2.095945748,1.45528E11,1.6408E11,20243.70493,19727.41801,27781,29810,127.9931818,127.9931818,71.63053644,-2.646560348200884,11.202222674360758
141,1991M12 [1991M12],United Kingdom,,69.97351343,7.2813034,,70.13708612,47.34445744,42802.4292,9.5,36960150983,39205967411,60.07498026,16740,8964.793691,9461.62963,0.54589373,0.54589373,,,-0.5196867491086633
142,1991M12 [1991M12],United States,65.61071581,63.54373575,2.980625931,65.58402415,63.64018146,28.25494634,80697.11433,7.3,1.68026E11,1.66066E11,41996.29233,40903.7,35619.3,34996.1,1.0,1.0,57.23661766,-3.2935214916989164,-6.2162995422386365
143,1992M01 [1992M01],Canada,75.53763441,71.76165803,1.53523706,75.11150758,72.37185056,27.8411598,16161.65814,10.4,13262260652,15536050028,14.01194427,11758,10817.6,10.88634671,1.156695652,1.156695652,,,4.202578475485938
144,1992M01 [1992M01],France,,75.05847331,2.61627907,77.56376887,75.26445133,38.74339914,33940.38895,8.218518519,27707695293,28937354580,36.70302657,19090,26364.61784,24693.41027,5.380195652,0.756720104,,,-13.955728416878078
145,1992M01 [1992M01],Germany,,73.35490831,5.754276827,75.48179872,73.23943662,,66196.28066,5.518300018,68937825051,72860700822,37262.3709,36711.06376,36783.58239,34568,1.576826087,0.756720104,104.3427862,0.41134113291280233,
146,1992M01 [1992M01],Japan,98.38872105,98.19149588,1.788704908,,98.24016563,149.014392,67781.07882,2.140709298,1.42362E11,1.43351E11,20582.97671,20310.32821,28569,24083,125.3721739,125.3721739,72.7851133,5.396878072373606,-5.204197033224919
147,1992M01 [1992M01],United Kingdom,,70.08750118,6.967917583,,69.90936831,48.68426727,42058.60774,9.6,36920237213,38402768482,89.50024557,17302,8596.298656,8642.506173,0.552389546,0.552389546,,,-0.5388456845257715
148,1992M01 [1992M01],United States,65.83789973,63.58971529,2.672605791,65.76532069,63.73248049,30.81833154,78455.19156,7.3,1.67086E11,1.66683E11,42860.33177,39984.9,35403.7,34514.3,1.0,1.0,59.08236976,-4.680337061605655,-12.70767336739485
149,1992M02 [1992M02],Canada,75.80645161,71.84801382,1.580462883,75.28991971,72.37185056,27.06802476,16069.50693,10.5,13290508278,16101205819,12.98763608,11613,10978.7,10.88911949,1.1828,1.1828,,,4.4876003144136005
150,1992M02 [1992M02],France,,75.27110355,2.906976744,77.87610619,75.5849984,39.00921517,36432.82707,8.296296296,27500203326,27864690029,30.02725422,18942,25532.6224,23724.12227,5.5098,0.776762141,,,-5.92656935079965
151,1992M02 [1992M02],Germany,,73.57065804,5.900621118,75.69593148,73.67280607,,66971.33372,5.493409792,69643071343,74327694799,36341.6276,34718.47891,35223.24492,33998,1.6193,0.776762141,104.2393741,0.3930422622028133,
152,1992M02 [1992M02],Japan,98.38872105,98.40138106,1.884260817,,98.13664596,143.2788721,67280.11967,2.032604079,1.41951E11,1.51108E11,19520.01639,17612.5611,28509,27637,127.664,127.664,73.51154986,7.814051179735573,-5.543152337732301
153,1992M02 [1992M02],United Kingdom,,70.3447189,6.880663977,,70.25094503,48.44360942,41749.02271,9.7,37159719832,38509017974,92.51275166,17082,8501.249804,8483.54321,0.562614332,0.562614332,,,-0.5523587067445004
154,1992M02 [1992M02],United States,66.15595722,63.72765394,2.818991098,65.9012931,63.96322807,31.10686634,77510.96923,7.4,1.68283E11,1.69044E11,43160.44307,39075,37702.1,36897.5,1.0,1.0,59.05127834,-3.7710613207300314,-8.230857785989578
155,1992M03 [1992M03],Canada,76.07526882,72.19343696,1.609715797,75.64674398,72.63249348,26.12586625,14721.43195,10.9,13266296027,16166365408,14.23103649,11312,10917.7,11.05631161,1.192909091,1.192909091,,,4.720798850566752
156,1992M03 [1992M03],France,,75.37741867,3.052325581,77.98021864,75.83075115,38.95361224,36601.06943,8.385185185,27767837891,30517152801,31.28607429,20544,24300.91168,25872.17462,5.640272727,0.797188497,,,-4.611139430625296
157,1992M03 [1992M03],Germany,,73.89428263,6.366459627,76.01713062,73.99783315,,67100.87208,5.492403209,67968111399,80000071507,36847.53547,37179.41254,36082.84279,37925,1.661772727,0.797188497,102.1711326,0.3042703441567958,
158,1992M03 [1992M03],Japan,99.09365559,98.68554429,2.006239584,,98.65424431,130.9339521,67330.31597,2.083218265,1.39929E11,1.64488E11,18107.51132,19061.47083,26096,29876,132.8627273,132.8627273,71.30472881,26.440141676777884,-5.497271467174939
159,1992M03 [1992M03],United Kingdom,,70.54112245,7.001981278,,70.59252175,46.27058438,41067.52696,9.8,37000064753,42535552545,88.77185539,17215,8470.346213,8479.950617,0.579429142,0.579429142,,,-0.5643504194866575
160,1992M03 [1992M03],United States,66.51945149,63.95755168,3.189910979,66.12791378,64.28627467,31.01275594,76990.43641,7.4,1.69681E11,1.70848E11,42016.90788,43343.9,37208.1,39816.9,1.0,1.0,58.68863001,-2.554460254012676,-4.373338796917537
161,1992M04 [1992M04],Canada,76.07526882,72.27979275,1.684843314,75.73595004,72.71937446,25.41566105,14937.22021,10.7,13385339596,15804257818,15.45179497,12018,11207.4,11.87955826,1.187409091,1.187409091,,,5.272685606543463
162,1992M04 [1992M04],France,,75.48373379,2.749638206,78.18844352,75.99102468,39.78243219,37679.60323,8.514814815,27572374445,28630000841,24.78505516,18984,24879.54786,25063.56648,5.577454545,0.790510003,,,-8.468057294624527
163,1992M04 [1992M04],Germany,,74.21790723,6.172839506,76.33832976,74.21451788,,68849.09571,5.576162533,67879955613,75207891184,37209.64961,37546.64698,37055.31065,36676,1.649454545,0.790510003,102.2239675,0.3198601815694558,
164,1992M04 [1992M04],Japan,100.1007049,99.09394554,2.483584626,,99.68944099,112.5416173,67246.9901,2.062712111,1.39372E11,1.5146E11,19307.81937,20066.30314,26772,27161,133.5395455,133.5395455,71.66793719,-3.902314552681781,13.487865005167373
165,1992M04 [1992M04],United Kingdom,,70.65768761,4.683876394,,71.38953409,48.30922455,41757.19658,9.8,37239547372,38230048026,81.84495753,17772,8906.401174,8993.654321,0.569027114,0.569027114,,,-1.0869273131626382
166,1992M04 [1992M04],United States,66.61032505,64.09549033,3.182827535,66.30921032,64.3785737,31.45840248,77057.01619,7.4,1.70968E11,1.69016E11,43479.41686,42924.3,36558.4,37153.4,1.0,1.0,58.88180459,-2.554067047800584,-4.380896757927079
167,1992M05 [1992M05],Canada,76.07526882,72.45250432,1.364544201,76.00356824,72.80625543,25.23006736,14856.50016,10.9,13383321908,16033769659,15.87596286,11983,11284,12.00686267,1.199095238,1.199095238,,,3.651513586054582
168,1992M05 [1992M05],France,,75.69636402,2.89017341,78.3966684,76.23677743,41.63719871,37727.5133,8.603703704,27581395835,26091258952,28.24386174,17476,22683.53528,22471.16002,5.453428571,0.776061404,,,-5.828275661592119
169,1992M05 [1992M05],Germany,,74.43365696,6.317411402,76.44539615,74.4312026,,68111.0536,5.607175797,67174709321,71002508452,33547.97729,33526.98622,32168.06633,32147,1.622238095,0.776061404,102.5356259,0.3160134183427669,
170,1992M05 [1992M05],Japan,100.5035247,98.97768199,2.158250331,,99.79296066,119.9356009,67128.52682,2.09131791,1.36285E11,1.42658E11,18809.16307,17963.88068,27936,25761,130.6938095,130.6938095,71.27034439,-18.51815020925466,-6.396141147675783
171,1992M05 [1992M05],United Kingdom,,70.67473046,4.30996492,,71.6172519,53.04749893,42628.73463,9.8,36481185743,37296566242,83.09729442,17288,8986.524559,9029.358025,0.552220145,0.552220145,,,-1.1602011538047226
172,1992M05 [1992M05],United States,66.65576184,64.23342897,3.02359882,66.535831,64.47087273,32.24820582,76905.6985,7.6,1.71525E11,1.70377E11,43203.0878,42146,36012,36736.5,1.0,1.0,59.08440854,-2.959634365970114,-5.428024773900064
173,1992M06 [1992M06],Canada,76.07526882,72.62521589,1.136904621,76.09277431,72.98001738,25.27577011,14691.95159,11.4,13365162720,16601975878,15.55672171,12329,11003.1,11.92986002,1.196181818,1.196181818,,,2.991308686889966
174,1992M06 [1992M06],France,,75.80267914,2.589928058,78.60489328,76.19403782,41.01415525,37375.42996,8.681481481,27253618671,29997724982,27.18259187,21107,25926.92715,27721.30963,5.294136364,0.753463681,,,-15.218612674918955
175,1992M06 [1992M06],Germany,,74.64940669,5.810397554,76.87366167,74.64788732,,69783.07819,5.658350314,66381307242,74816692791,34241.26655,33595.51447,32102.91297,32786,1.572681818,0.753463681,102.6395121,0.36149897851808943,
176,1992M06 [1992M06],Japan,100.6042296,99.19321536,2.351052416,,99.68944099,114.1252702,66490.02978,2.099358223,1.39447E11,1.55062E11,19281.90731,19363.868,28117,28379,126.8354545,126.8354545,71.10278675,-5.9265946404753125,-24.973972011912
177,1992M06 [1992M06],United Kingdom,,70.82136099,3.826564562,,71.6172519,52.28896688,43580.98957,9.9,36840409673,38999667050,83.4610533,17941,8999.808291,8948.987654,0.538838155,0.538838155,,,-1.5831972580181528
178,1992M06 [1992M06],United States,66.74663541,64.41734716,3.014705882,66.6718034,64.70162031,31.87580859,79935.68376,7.8,1.7155E11,1.75082E11,44045.92681,45811.5,38356.1,39094.6,1.0,1.0,59.12671327,-2.9831682023033705,-5.540590825153792
179,1992M07 [1992M07],Canada,76.34408602,72.62521589,1.248891651,76.09277431,73.15377932,25.76509427,15123.9292,11.3,13242083776,14968168082,16.40307564,12667,11463.5,11.13530318,1.192304348,1.192304348,,,3.2584534851955493
180,1992M07 [1992M07],France,,75.80267914,2.148997135,78.91723061,76.15129822,40.31675194,36236.73002,8.748148148,27148369123,27256129625,34.84096564,20524,28401.04015,29509.07101,5.030652174,0.715746016,,,11.688489575757167
181,1992M07 [1992M07],Germany,,74.75728155,5.159332322,76.98072805,74.86457205,,68956.86292,5.768292137,65058970445,71393706846,41398.1486,41830.48084,41018.74717,40124,1.491043478,0.715746016,112.7906421,0.7527621756051528,
182,1992M07 [1992M07],Japan,100.2014099,98.79454175,1.599231407,,98.86128364,110.5449117,67001.02819,2.105495366,1.39019E11,1.58852E11,19765.37257,20248.1676,28408,29444,125.8386957,125.8386957,73.68264556,3.035729765615762,-1.270517577782973
183,1992M07 [1992M07],United Kingdom,,71.00044773,3.690443235,,71.27567518,50.30072247,44284.96345,9.9,37199633602,38508387226,91.87593225,18343,8786.038666,8269.62963,0.520821926,0.520821926,,,-1.8368114036780987
184,1992M07 [1992M07],United States,66.92838254,64.60126536,3.15712188,66.89842408,64.84006886,31.79574944,80272.21428,7.7,1.731E11,1.6965E11,45451.60373,45872.4,37501.9,35979.2,1.0,1.0,59.45368291,-2.563981346298818,-4.504554755080888
185,1992M08 [1992M08],Canada,76.43369176,72.71157168,1.087798956,76.18198037,73.15377932,25.48057407,15161.83253,11.7,13383321908,16213627005,15.79786499,12315,11389.8,11.03462178,1.190809524,1.190809524,,,2.870575699133794
186,1992M08 [1992M08],France,,75.90899426,2.0,79.12545549,76.10855861,39.71665162,35277.41432,8.803703704,27232568762,19652198108,35.75045435,15307,27540.94402,20676.4072,4.914904762,0.697074683,,,7.417315449013222
187,1992M08 [1992M08],Germany,,74.86515642,4.833836858,76.98072805,74.86457205,,72997.589,5.864540853,65676060950,63667538571,34825.72512,31550.42139,36668.84884,33665,1.446285714,0.697074683,111.9947404,0.8137608681113419,
188,1992M08 [1992M08],Japan,100.1007049,98.83843138,1.64611708,,99.17184265,107.0278553,68085.26845,2.191757853,1.34295E11,1.37258E11,19228.47199,19261.19594,28342,26288,126.1171429,126.1171429,73.06147214,3.513476353549837,-1.0871495144915435
189,1992M08 [1992M08],United Kingdom,,70.91910348,3.121085458,,71.27567518,48.45138147,44460.70149,9.9,37119806063,34989724976,100.7580194,18669,8887.695652,8319.296296,0.51408315,0.51408315,,,-3.4310066191681425
190,1992M08 [1992M08],United States,67.11012968,64.739204,3.074670571,67.03439649,65.02466692,31.58609469,81608.65205,7.6,1.72248E11,1.751E11,44531.79935,45055,36444.8,34838.2,1.0,1.0,59.55383807,-2.764594509028091,-5.07239910158556
191,1992M09 [1992M09],Canada,76.43369176,72.79792746,1.283273406,76.09277431,73.15377932,25.04010809,12258.11673,11.6,13421657973,16900549221,15.93354118,13125,11357.5,11.11456868,1.221863636,1.221863636,,,3.3953013053374743
192,1992M09 [1992M09],France,,76.01530938,2.142857143,79.33368037,76.32225665,39.79450494,32409.4949,8.848148148,26850663259,28866663220,37.9370723,21363,27741.54776,29734.38491,4.936636364,0.706959302,,,11.523504288574262
193,1992M09 [1992M09],Germany,,74.97303128,4.826546003,77.19486081,74.86457205,,130904.503,5.878854103,64970814658,77261682751,35755.59844,36217.07774,37778.9016,38393,1.448409091,0.706959302,113.5865438,0.8712873041060561,
194,1992M09 [1992M09],Japan,100.6042296,99.12687024,2.122440083,,99.68944099,126.7322686,68221.80241,2.188031604,1.40333E11,1.5723E11,19674.54766,19819.47552,30124,32054,122.6668182,122.6668182,73.90630823,-26.163434911861103,-6.948249533860603
195,1992M09 [1992M09],United Kingdom,,71.11596049,3.105934822,,71.6172519,47.78571686,41238.15633,10.1,37399202452,40391157185,85.66704194,18661,9028.094823,8615.074074,0.542180504,0.542180504,,,-3.557640556566134
196,1992M09 [1992M09],United States,67.29187681,64.87714265,2.99270073,67.12504476,65.20926498,31.45684265,81672.81074,7.6,1.72649E11,1.75612E11,45525.47334,46502.8,37469.5,36811.6,1.0,1.0,60.05716235,-2.9576047418013176,-5.785982055580621
197,1992M10 [1992M10],Canada,76.61290323,72.88428325,1.584114581,76.27118644,73.2406603,23.36220184,12664.32409,11.4,13587108357,17237208828,15.14751197,13229,11617.4,11.7198646,1.244727273,1.244727273,,,4.763158545997211
198,1992M10 [1992M10],France,,76.1216245,1.849217639,79.43779282,76.5359547,36.26983158,37675.14647,8.837037037,27136340603,30071489879,41.59115448,21094,25850.35657,28732.25533,5.036363636,0.736106503,,,5.738190192117125
199,1992M10 [1992M10],Germany,,75.40453074,3.555555556,77.62312634,74.86457205,,96228.4983,5.99889182,64882658871,78239678735,36200.09557,38717.2235,38291.65407,41258,1.486090909,0.736106503,104.446224,1.0263278539782315,
200,1992M10 [1992M10],Japan,100.9063444,99.08187695,1.216250193,,99.79296066,120.9857805,67413.64185,2.232282008,1.35996E11,1.5289E11,19575.29921,20181.61642,30283,31034,121.2840909,121.2840909,73.60897364,1.6802801351257857,-1.35546965930727
201,1992M10 [1992M10],United Kingdom,,71.38938221,3.012239223,,71.84496971,45.20090542,39412.31987,10.2,37758426382,42978930595,78.83477519,19200,9332.623873,9720.320988,0.604542854,0.604542854,,,-4.339309370017253
202,1992M10 [1992M10],United States,67.70080787,65.15301994,3.279883382,67.44231371,65.44001255,30.54745528,76442.06113,7.3,1.73944E11,1.76398E11,45607.11488,49820.2,38931.7,40115.1,1.0,1.0,60.39534529,-2.2294952094959024,-3.9559549551402218
203,1992M11 [1992M11],Canada,76.97132616,72.97063903,1.619939661,76.27118644,73.58818419,23.14821253,9829.696642,12.1,13659745111,17491461897,15.80800703,13542,11285.3,11.90252756,1.269428571,1.269428571,,,4.997384617027647
204,1992M11 [1992M11],France,,76.33425473,1.699716714,79.6460177,76.61074901,34.95886703,35150.39691,8.892592593,26784506400,28368750162,45.4410176,18862,23680.19699,24035.92525,5.372904762,0.785074833,,,4.618189179198275
