,Time,Country,"CPI Price, % y-o-y, median weighted, seas. adj.,","CPI Price, % y-o-y, not seas. adj.,,","CPI Price, seas. adj.,,,","CPI Price,not seas.adj,,,","Core CPI,not seas.adj,,,","Core CPI,seas.adj,,,","Exchange rate, new LCU per USD extended backward, period average,,","Exchange rate, old LCU per USD extended forward, period average,,","Exports Merchandise, Customs, Price, US$, not seas. adj.","Exports Merchandise, Customs, Price, US$, seas. adj.","Exports Merchandise, Customs, constant US$, millions, not seas. adj.","Exports Merchandise, Customs, constant US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","GDP,constant 2010 LCU,millions,seas. adj.,","GDP,constant 2010 US$,millions,seas. adj.,","GDP,current LCU,millions,seas. adj.,","GDP,current US$,millions,seas. adj.,","Imports Merchandise, Customs, Price, US$, not seas. adj.","Imports Merchandise, Customs, Price, US$, seas. adj.","Imports Merchandise, Customs, constant US$, millions, not seas. adj.","Imports Merchandise, Customs, constant US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Imports Merchandise, Customs, current US$, millions, seas. adj.","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Retail Sales Volume,Index,,,","Stock Markets, LCU,,,","Stock Markets, US$,,,","Total Reserves,,,,","Unemployment rate,Percent,,,"
0,1987M01 [1987M01],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M01 [1987M01],Canada,59.76702509,..,57.83766154,4.044745582,..,58.21025195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.361590909,1.361590909,..
0,1987M01 [1987M01],China,..,..,27.46926671,5.289709487,..,27.84514925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M01 [1987M01],France,..,..,64.64087774,3.039856295,..,64.76119244,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.206340909,0.88553935,..
0,1987M01 [1987M01],Germany,..,..,63.43042071,-0.84317032,66.70235546,63.70530878,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.862,0.88553935,74.33702217
0,1987M01 [1987M01],India,..,..,17.9466111,9.452598263,..,17.8760408,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.03681818,13.03681818,..
0,1987M01 [1987M01],Italy,..,..,46.30074355,4.162225884,..,46.4208243,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1317.575455,0.88553935,..
0,1987M01 [1987M01],Japan,88.51963746,..,88.10178136,-0.999068416,..,88.0952381,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154.9222727,154.9222727,44.78764446
0,1987M01 [1987M01],United Kingdom,..,..,53.43255498,3.923846494,..,53.34724643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.664596958,0.664596958,..
0,1987M01 [1987M01],United States,52.61579564,..,51.2212168,1.364877161,52.53067311,51.3182609,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,51.16343621
0,1987M02 [1987M02],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M02 [1987M02],Canada,60.03584229,..,58.10797217,4.00751831,..,58.47089487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3345,1.3345,..
0,1987M02 [1987M02],China,..,..,27.56818509,5.594787051,..,27.54197761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M02 [1987M02],France,..,..,64.61400349,3.293437086,..,64.84667165,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.075875,0.86957043,..
0,1987M02 [1987M02],Germany,..,..,63.43042071,-0.507614213,66.70235546,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8244,0.86957043,75.52861439
0,1987M02 [1987M02],India,..,..,18.01923346,8.455042804,..,17.86771227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.061,13.061,..
0,1987M02 [1987M02],Italy,..,..,46.5006579,4.408869198,..,46.7462039,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1299.589,0.86957043,..
0,1987M02 [1987M02],Japan,88.51963746,..,88.41247606,-0.929298281,..,88.0952381,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153.4215,153.4215,44.45837886
0,1987M02 [1987M02],United Kingdom,..,..,53.64828012,3.931458212,..,53.55711715,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.654605759,0.654605759,..
0,1987M02 [1987M02],United States,52.75210599,..,51.405135,1.914311759,52.66664552,51.50285896,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,53.43869151
0,1987M03 [1987M03],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M03 [1987M03],Canada,60.3046595,..,58.35224037,3.96895797,..,58.64465682,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.319545455,1.319545455,..
0,1987M03 [1987M03],China,..,..,27.79995247,6.089405636,..,28.09001866,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M03 [1987M03],France,..,..,64.53561694,3.344453941,..,64.93215087,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.109318182,0.87435817,..
0,1987M03 [1987M03],Germany,..,..,63.43042071,-0.169779287,66.70235546,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.835681818,0.87435817,74.70366593
0,1987M03 [1987M03],India,..,..,18.07362792,7.47823957,..,17.90143054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.92863636,12.92863636,..
0,1987M03 [1987M03],Italy,..,..,46.63246869,4.082075837,..,46.85466377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1304.581364,0.87435817,..
0,1987M03 [1987M03],Japan,88.82175227,..,88.45702949,-0.543605199,..,88.4057971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,151.4331818,151.4331818,44.94069659
0,1987M03 [1987M03],United Kingdom,..,..,53.69439607,4.010623986,..,53.6567535,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.628079175,0.628079175,..
0,1987M03 [1987M03],United States,53.07016348,..,51.58905319,2.841429881,52.84794206,51.73360654,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,53.68071085
0,1987M04 [1987M04],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M04 [1987M04],Canada,60.5734767,..,58.65612622,4.637499652,..,58.99218071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.319272727,1.319272727,..
0,1987M04 [1987M04],China,..,..,28.01975451,7.051015568,..,28.33488806,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M04 [1987M04],France,..,..,64.94475086,3.567166219,..,65.34886206,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.031818182,0.863295347,..
0,1987M04 [1987M04],Germany,..,..,63.53829558,0,66.70235546,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.812045455,0.863295347,80.24509075
0,1987M04 [1987M04],India,..,..,18.15263766,7.398519441,..,18.02468649,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.82772727,12.82772727,..
0,1987M04 [1987M04],Italy,..,..,46.82237259,4.364571892,..,46.96312364,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1292.140455,0.863295347,..
0,1987M04 [1987M04],Japan,89.42598187,..,88.74622792,0.050441644,..,89.23395445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,142.8986364,142.8986364,47.60331928
0,1987M04 [1987M04],United Kingdom,..,..,53.70354765,4.227337832,..,54.27582393,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.61302513,0.61302513,..
0,1987M04 [1987M04],United States,53.34278418,..,51.81895093,3.679852806,53.16521101,52.01050363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,53.97605649
0,1987M05 [1987M05],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M05 [1987M05],Canada,60.84229391,..,59.00981294,4.53433412,..,59.3397046,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.34147619,1.34147619,..
0,1987M05 [1987M05],China,..,..,28.20501966,7.711487654,..,28.45149254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M05 [1987M05],France,..,..,64.93884838,3.4566676,..,65.43434128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.975666667,0.85444747,..
0,1987M05 [1987M05],Germany,..,..,63.53829558,0,66.80942184,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.787809524,0.85444747,77.26269481
0,1987M05 [1987M05],India,..,..,18.38348308,7.981792636,..,18.36699995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6552381,12.6552381,..
0,1987M05 [1987M05],Italy,..,..,47.03786701,4.086316858,..,47.18004338,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1290.55,0.85444747,..
0,1987M05 [1987M05],Japan,89.62739174,..,88.68379416,0.015085017,..,89.44099379,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140.4847619,140.4847619,48.83131976
0,1987M05 [1987M05],United Kingdom,..,..,53.63222957,4.217264878,..,54.32223518,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.599945966,0.599945966,..
0,1987M05 [1987M05],United States,53.43365775,..,51.95688958,3.669724771,53.34650755,52.19510169,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,53.88882014
0,1987M06 [1987M06],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M06 [1987M06],Canada,60.93189964,..,59.18249894,4.741514539,..,59.51346655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.338727273,1.338727273,..
0,1987M06 [1987M06],China,..,..,28.36455956,7.887998117,..,28.27658582,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M06 [1987M06],France,..,..,65.17604123,3.314295666,..,65.51982049,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.074,0.868306878,..
0,1987M06 [1987M06],Germany,..,..,63.53829558,0.170068027,66.80942184,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.819136364,0.868306878,78.19469354
0,1987M06 [1987M06],India,..,..,18.57342309,8.758113318,..,18.63133671,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.83454545,12.83454545,..
0,1987M06 [1987M06],Italy,..,..,47.29565658,4.531979753,..,47.39696312,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1315.765909,0.868306878,..
0,1987M06 [1987M06],Japan,89.72809668,..,88.80515705,0.317501,..,89.23395445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,144.5495455,144.5495455,48.862184
0,1987M06 [1987M06],United Kingdom,..,..,53.69594218,4.198619596,..,54.31540939,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.613992433,0.613992433,..
0,1987M06 [1987M06],United States,53.47909454,..,52.18678732,3.747714808,53.43715582,52.37969975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,54.41169131
0,1987M07 [1987M07],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M07 [1987M07],Canada,61.46953405,..,59.30129269,4.544871074,..,59.86099044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.32626087,1.32626087,..
0,1987M07 [1987M07],China,..,..,28.48966715,7.825158938,..,27.72854478,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M07 [1987M07],France,..,..,65.39992712,3.439136269,..,65.68009403,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.153086957,0.881150662,..
0,1987M07 [1987M07],Germany,..,..,63.64617044,0.340136054,66.80942184,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.848347826,0.881150662,78.11062428
0,1987M07 [1987M07],India,..,..,18.59581261,8.32500527,..,18.81090788,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.00304348,13.00304348,..
0,1987M07 [1987M07],Italy,..,..,47.55506454,4.743681083,..,47.50542299,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1337.080435,0.881150662,..
0,1987M07 [1987M07],Japan,89.72809668,..,88.6787981,0.137360822,..,88.81987578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.293913,150.293913,48.90792653
0,1987M07 [1987M07],United Kingdom,..,..,53.99744554,4.45378565,..,54.26211844,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.621433814,0.621433814,..
0,1987M07 [1987M07],United States,53.61540489,..,52.32472596,3.926940639,53.61845236,52.5181483,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,54.64632701
0,1987M08 [1987M08],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M08 [1987M08],Canada,61.64874552,..,59.52870933,4.559778035,..,59.94787142,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.325666667,1.325666667,..
0,1987M08 [1987M08],China,..,..,28.53430601,7.942480489,..,27.64692164,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M08 [1987M08],France,..,..,65.61603123,3.552550615,..,65.85105246,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.19352381,0.884945441,..
0,1987M08 [1987M08],Germany,..,..,63.75404531,0.510204082,66.91648822,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.855571429,0.884945441,77.83558687
0,1987M08 [1987M08],India,..,..,18.95225217,9.599724812,..,19.15854955,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.08809524,13.08809524,..
0,1987M08 [1987M08],Italy,..,..,47.86555589,4.709215579,..,47.72234273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1345.821429,0.884945441,..
0,1987M08 [1987M08],Japan,89.42598187,..,88.72091509,0.416618101,..,88.92339545,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,147.3342857,147.3342857,50.13510886
0,1987M08 [1987M08],United Kingdom,..,..,54.02082309,4.446889732,..,54.3030412,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.625259367,0.625259367,..
0,1987M08 [1987M08],United States,53.88802559,..,52.5546237,4.288321168,53.7997489,52.79504539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,55.46481729
0,1987M09 [1987M09],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M09 [1987M09],Canada,61.73835125,..,59.65901603,4.571030503,..,59.94787142,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.315363636,1.315363636,..
0,1987M09 [1987M09],China,..,..,28.74922888,7.302156447,..,28.3931903,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M09 [1987M09],France,..,..,65.66340097,3.276890497,..,65.93653168,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.053340909,0.862849945,..
0,1987M09 [1987M09],Germany,..,..,63.86192017,0.509337861,67.0235546,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.812727273,0.862849945,76.00200414
0,1987M09 [1987M09],India,..,..,19.16641641,10.17136141,..,19.3522768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.98772727,12.98772727,..
0,1987M09 [1987M09],Italy,..,..,48.03923298,5.215942505,..,47.93926247,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1310.436818,0.862849945,..
0,1987M09 [1987M09],Japan,89.82880161,..,89.025292,0.829056429,..,89.64803313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143.2209091,143.2209091,50.6065477
0,1987M09 [1987M09],United Kingdom,..,..,54.1144662,4.146681683,..,54.45630492,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.60790253,0.60790253,..
0,1987M09 [1987M09],United States,54.25151986,..,52.7385419,4.272727273,54.02636958,53.07194248,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,54.59245378
0,1987M10 [1987M10],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M10 [1987M10],Canada,62.00716846,..,59.76032773,4.232295972,..,60.12163336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.309863636,1.309863636,..
0,1987M10 [1987M10],China,..,..,29.00234134,7.44893362,..,28.90625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M10 [1987M10],France,..,..,65.68276209,3.137327904,..,66.0220109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.017863636,0.857653098,..
0,1987M10 [1987M10],Germany,..,..,63.86192017,0.680272109,67.0235546,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.801363636,0.857653098,84.02823722
0,1987M10 [1987M10],India,..,..,19.39426398,9.456426068,..,19.55428144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.04795455,13.04795455,..
0,1987M10 [1987M10],Italy,..,..,48.35362822,5.691671756,..,48.37310195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1303.130455,0.857653098,..
0,1987M10 [1987M10],Japan,90.03021148,..,88.84736526,0.717275132,..,89.64803313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143.3440909,143.3440909,52.26532738
0,1987M10 [1987M10],United Kingdom,..,..,54.20923969,4.40212107,..,54.60429213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.602005707,0.602005707,..
0,1987M10 [1987M10],United States,54.56957735,..,52.87648054,4.355716878,54.2983144,53.21039102,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,54.32254068
0,1987M11 [1987M11],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M11 [1987M11],Canada,62.27598566,..,59.96262885,4.211841308,..,60.38227628,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.316285714,1.316285714,..
0,1987M11 [1987M11],China,..,..,29.4862946,8.14586095,..,29.22108209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M11 [1987M11],France,..,..,65.85747748,3.13106055,..,66.09680521,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.707,0.807556966,..
0,1987M11 [1987M11],Germany,..,..,63.86192017,0.680272109,67.13062099,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.680904762,0.807556966,85.01217443
0,1987M11 [1987M11],India,..,..,19.48877044,9.086000473,..,19.67500199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.97285714,12.97285714,..
0,1987M11 [1987M11],Italy,..,..,48.37201102,5.205960562,..,48.48156182,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1239.38,0.807556966,..
0,1987M11 [1987M11],Japan,90.13091641,..,89.0176275,0.676694286,..,89.23395445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135.3285714,135.3285714,53.12881325
0,1987M11 [1987M11],United Kingdom,..,..,54.4453191,4.080309058,..,54.75257545,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.562844963,0.562844963,..
0,1987M11 [1987M11],United States,54.75132448,..,53.06039873,4.528985507,54.4342868,53.25654054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,54.43247489
0,1987M12 [1987M12],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1987M12 [1987M12],Canada,62.27598566,..,60.15072914,4.225445588,..,60.46915725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.307565217,1.307565217,..
0,1987M12 [1987M12],China,..,..,29.73631241,8.572451941,..,29.16277985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1987M12 [1987M12],France,..,..,65.98994009,3.108122836,..,66.18228443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.534195652,0.784331456,..
0,1987M12 [1987M12],Germany,..,..,63.96979504,0.850340136,67.23768737,63.81365114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.633608696,0.784331456,84.32341838
0,1987M12 [1987M12],India,..,..,19.58741361,9.261996451,..,19.64797388,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.94347826,12.94347826,..
0,1987M12 [1987M12],Italy,..,..,48.55748363,5.15488444,..,48.59002169,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1203.946957,0.784331456,..
0,1987M12 [1987M12],Japan,90.03021148,..,89.11397035,0.83421286,..,89.13043478,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,128.1495652,128.1495652,53.98612939
0,1987M12 [1987M12],United Kingdom,..,..,54.73187935,3.704282216,..,54.80794047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.546813391,0.546813391,..
0,1987M12 [1987M12],United States,54.7058877,..,53.15235783,4.332129964,54.57025921,53.25654054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,55.11723923
0,1988M01 [1988M01],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1988M01 [1988M01],Canada,62.27598566,..,60.16855697,4.030065127,..,60.55603823,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.286285714,1.286285714,..
0,1988M01 [1988M01],China,..,..,30.14101524,9.726319096,..,30.45708955,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1988M01 [1988M01],France,..,..,66.12700998,2.29905949,..,66.26776365,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.573190476,0.792517099,..
0,1988M01 [1988M01],Germany,..,..,64.0776699,1.020408163,67.45182013,64.13867822,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.651142857,0.792517099,84.97313761
0,1988M01 [1988M01],India,..,..,19.65339294,9.510329438,..,19.56351768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.0247619,13.0247619,..
0,1988M01 [1988M01],Italy,..,..,48.6898335,5.159938626,..,48.80694143,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1211.514762,0.792517099,..
0,1988M01 [1988M01],Japan,89.62739174,..,88.95765359,0.971458485,..,88.92339545,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127.5128571,127.5128571,55.78276454
0,1988M01 [1988M01],United Kingdom,..,..,55.2033494,3.314074006,..,55.10771053,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.554535946,0.554535946,..
0,1988M01 [1988M01],United States,54.88763483,..,53.33627602,4.129263914,54.79687989,53.39498909,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,55.22307142
0,1988M02 [1988M02],Brazil,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
0,1988M02 [1988M02],Canada,62.81362007,..,60.42877325,3.993946077,..,60.81668115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.268095238,1.268095238,..
0,1988M02 [1988M02],China,..,..,30.46408174,10.50448783,..,30.39878731,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.731,3.731,..
0,1988M02 [1988M02],France,..,..,66.17981346,2.423329139,..,66.43872209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.734571429,0.813497134,..
0,1988M02 [1988M02],Germany,..,..,64.18554477,1.19047619,67.45182013,64.24702059,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.69747619,0.813497134,84.87316922
