,Time,Country,"CPI Price, % y-o-y, median weighted, seas. adj.,","CPI Price, % y-o-y, not seas. adj.,,","CPI Price, seas. adj.,,,","CPI Price,not seas.adj,,,","Core CPI,not seas.adj,,,","Core CPI,seas.adj,,,","Exchange rate, new LCU per USD extended backward, period average,,","Exchange rate, old LCU per USD extended forward, period average,,","Exports Merchandise, Customs, Price, US$, not seas. adj.","Exports Merchandise, Customs, Price, US$, seas. adj.","Exports Merchandise, Customs, constant US$, millions, not seas. adj.","Exports Merchandise, Customs, constant US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","GDP,constant 2010 LCU,millions,seas. adj.,","GDP,constant 2010 US$,millions,seas. adj.,","GDP,current LCU,millions,seas. adj.,","GDP,current US$,millions,seas. adj.,","Imports Merchandise, Customs, Price, US$, not seas. adj.","Imports Merchandise, Customs, Price, US$, seas. adj.","Imports Merchandise, Customs, constant US$, millions, not seas. adj.","Imports Merchandise, Customs, constant US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Imports Merchandise, Customs, current US$, millions, seas. adj.","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Retail Sales Volume,Index,,,","Stock Markets, LCU,,,","Stock Markets, US$,,,","Total Reserves,,,,","Unemployment rate,Percent,,,"
0,1997M04 [1997M04],Japan,105.3373615,..,102.8781049,1.962894142,..,103.3126294,..,..,170.4989517,123.66745,219596.801,3.259841166,1.44588E+11,1.58032E+11,0.665935766,0.645155747,28107.07161,28813.3988,43267.53463,43566.33529,..,0.980666822,..,34101,0.994615038,35235,34773.27796,35425.76642,125.6286364,125.6286364,73.87185866
0,1997M04 [1997M04],United Kingdom,83.40163934,..,78.89648029,1.622657318,82.74496492,79.47920936,..,..,75.61586399,76.25609738,35894.49394,7.2,41709889608,42135148885,0.722214169,0.927496421,77.99214365,25884,35839.78424,84.0888891,..,0.872526825,..,14236.8482,0.727447217,14244.95062,16316.80287,19582.1089,0.613613087,0.613613087,75.1906202
0,1997M04 [1997M04],United States,76.96991176,..,73.52129773,2.434336963,76.55246495,73.93152335,..,..,63.57888857,63.57888857,66364.30353,5.1,2.14612E+11,2.13699E+11,0.784749801,0.77404222,72091.96894,71168.9,90689.92419,93136.99826,..,0.853369556,..,57365,0.858326429,58179.8,67221.75589,67782.83649,1,1,73.45425292
0,1997M05 [1997M05],Brazil,47.99371964,..,45.87491992,8.649860443,47.87230978,46.42164054,..,..,15.45456623,25.72699965,59279,..,31230254000,35001365427,0.672619048,0.656641604,4678.440419,4700,6987.610619,7124.800486,..,0.666172107,..,4302.803487,0.674191121,4655,6458.996771,6904.570313,1.068136364,1.068136364,..
0,1997M05 [1997M05],Canada,81.89964158,..,77.89291883,1.46231721,81.53434434,78.45351868,..,..,53.7713569,40.63140201,20931.36078,9.4,16879974534,19511199187,0.768513517,0.771718996,23.20165422,17630,22940.39026,30.06489973,..,0.613907909,..,18030.1,0.613758449,18.8174464,29369.38869,30.65936842,1.379863636,1.379863636,45.09712286
0,1997M05 [1997M05],China,..,..,84.09810172,3.056182549,..,84.11847015,..,..,..,..,119927.5156,..,48075051737,46527506812,0.575012293,0.600560119,11702.46914,11742.5621,20421.41055,19485.92459,..,..,..,15317.29647,..,15164,..,..,8.292909091,8.292909091,..
0,1997M05 [1997M05],France,83.85438972,..,82.39421646,0.911458333,83.15957447,82.98963564,..,..,64.0174503,51.55532329,33691.92507,10.40740741,29148110535,28304205877,0.671209299,0.661583108,38.11288808,21195,31577.33368,33082.7673,..,..,..,28022.89282,..,26861.22138,..,..,5.744454545,0.870623106,62.63831629
0,1997M05 [1997M05],Germany,87.14486335,..,83.81877023,1.568627451,86.74905965,83.74864572,..,..,61.06242178,49.17377826,88774.05536,8.535123025,64530035725,66699326122,0.731715816,0.729479893,36985.85925,36632.38406,50063.67672,50701.68431,..,0.743649561,..,42289.4786,0.744318026,41530,56867.48274,55796.04222,1.703681818,0.870623106,87.83196239
0,1997M05 [1997M05],India,..,..,45.46088481,7.304011763,..,45.3308814,..,..,21.67355643,27.78756011,28096,..,17475624068,16652421754,0.579712298,0.579712298,3405.838897,3503,6042.652554,5875.050262,..,..,..,115.9371336,..,109.05,..,..,35.8125,35.8125,..
0,1997M05 [1997M05],Italy,77.63157895,..,76.34064762,1.872799215,76.26752967,76.57266811,..,..,..,..,50611.60174,..,44292775332,52478187584,0.573417613,0.573031328,58.93429898,58.31653016,101.6999283,102.8465567,..,0.590052716,..,19714,0.585700388,20567,33410.5741,35115.22345,1682.943182,0.870623106,..
0,1997M05 [1997M05],Japan,105.5387714,..,102.7238903,1.942160282,..,103.5196687,..,..,188.0195216,144.6612637,221447.037,3.368524531,1.48735E+11,1.55694E+11,0.678261494,0.662932297,28917.67095,28344.47235,41789.88869,43620.85102,..,1.004556957,..,36428,1.015487981,34421,36262.7522,33896.01909,118.9186364,118.9186364,74.97691388
0,1997M05 [1997M05],United Kingdom,83.59517304,..,78.92304851,1.619945421,82.80153881,79.7251446,..,..,79.54061572,80.41354434,36260.27427,7.2,41550234528,40668161109,0.725294437,0.92234517,75.46671933,25424,35053.35032,81.82047433,..,0.871434291,..,14293.18496,0.732507416,14253.65432,16401.90787,19458.71675,0.612137382,0.612137382,74.94846039
0,1997M05 [1997M05],United States,76.92447498,..,73.52129773,2.237851662,76.68843736,73.88537383,..,..,69.16433275,69.16433275,69004.49444,4.9,2.15868E+11,2.13934E+11,0.784749801,0.771696638,71737.834,71430.4,91023.15142,92961.18509,..,0.850446268,..,57500,0.856669428,58738.4,67611.56131,68566.00464,1,1,73.08243008
0,1997M06 [1997M06],Brazil,48.3392749,..,45.83015289,8.174693628,48.10536183,46.6722803,..,..,17.40236338,28.79987935,57615,..,32035657505,35518511676,0.691326531,0.682539683,5094.933406,5182,7495.734317,7464.669873,..,0.666172107,..,4520.091927,0.674943567,4842,6785.1714,7173.93311,1.074380952,1.074380952,..
0,1997M06 [1997M06],Canada,82.16845878,..,77.97927461,1.57480315,81.8911686,78.62728063,..,..,55.580972,41.86392793,21167.10344,9.1,16738736401,20076808039,0.765075475,0.769867179,22.82612283,18121,23685.24492,29.64942973,..,0.613378308,..,17786,0.614021262,18.71467644,28996.78678,30.47887363,1.384619048,1.384619048,45.22057251
0,1997M06 [1997M06],China,..,..,84.32301084,2.911400988,..,83.18563433,..,..,..,..,123289.1719,..,48380392271,46563297202,0.5452471,0.596846867,11228.18079,11254.02705,20640.23275,18812.49883,..,..,..,14991.80279,..,15359,..,..,8.292142857,8.292142857,..
0,1997M06 [1997M06],France,83.85438972,..,82.50053158,0.910273082,83.17021277,82.96826584,..,..,64.75385619,51.46292151,32273.56399,10.3962963,29364623891,32124612859,0.650719234,0.634708227,33.90637913,22436,34478.77184,34195.23977,..,..,..,27317.9509,..,28587.17817,..,..,5.827857143,0.881514078,62.63831629
0,1997M06 [1997M06],Germany,87.25288971,..,83.92664509,1.566579634,86.83503493,83.85698808,..,..,63.57962304,50.52908206,87924.98037,8.597345167,66293151456,76577085562,0.720992982,0.721305034,37622.898,38146.86668,52908.79059,52159.48351,..,0.735314919,..,43269.38272,0.736833667,44916,58844.69583,60958.12664,1.727428571,0.881514078,89.30041735
0,1997M06 [1997M06],India,..,..,45.48679854,6.708177632,..,45.58893224,..,..,23.18307289,29.72185678,29331,..,17653872376,16357765319,0.573619405,0.573619405,3504.510579,3347,5834.879316,6109.470065,..,..,..,107.9698995,..,101.16,..,..,35.8152381,35.8152381,..
0,1997M06 [1997M06],Italy,77.63157895,..,76.32510116,1.73803475,76.37540453,76.57266811,..,..,..,..,49292.46646,..,44660655526,53013679294,0.566333127,0.565951614,46.77218092,46.72162617,82.49848714,82.64342708,..,0.580833028,..,20440,0.577501647,20971,35190.83632,36313.31637,1694.233333,0.881514078,..
0,1997M06 [1997M06],Japan,105.5387714,..,102.9618454,2.253094309,..,103.5196687,..,..,192.3303858,153.3153587,221996.1846,3.345495476,1.4802E+11,1.62515E+11,0.682323725,0.667020354,28330.97578,27656.3726,40532.62634,42473.92994,..,1.003269468,..,38911,1.020159438,36045,38784.1963,35332.71238,114.2652381,114.2652381,74.5644333
0,1997M06 [1997M06],United Kingdom,83.73178506,..,79.21592896,1.703419405,82.99389002,79.89251719,..,..,79.79155008,81.29028951,35949.66751,7.3,41590148298,41320155676,0.721915202,0.924194013,75.97076316,25236,34957.01424,82.20218056,..,0.87605794,..,14293.59357,0.726198239,14185.39506,16315.80849,19533.77784,0.607417881,0.607417881,75.55385991
0,1997M06 [1997M06],United States,76.87903819,..,73.65923637,2.233567326,76.77908563,73.97767286,..,..,72.57596462,72.57596462,68713.96449,5,2.16921E+11,2.20601E+11,0.784749801,0.77326036,70306.50003,71575.5,91208.05111,90922.15727,..,0.849861296,..,58289,0.855012428,58048.2,68586.48614,67891.64477,1,1,74.21344432
0,1997M07 [1997M07],Brazil,48.55196779,..,45.82093781,7.041689308,48.2496869,46.77490445,..,..,18.53634298,30.51181014,60331,..,31381925291,37009564844,0.675170068,0.666666667,5401.908591,5763,8535.627204,8102.862886,..,0.65727003,..,4772.753035,0.666666667,5235,7261.479786,7852.5,1.08026087,1.08026087,..
0,1997M07 [1997M07],Canada,82.07885305,..,78.0656304,1.687289089,81.6235504,78.62728063,..,..,57.40146877,43.46765184,19459.1474,8.9,17152362361,18013416071,0.764321547,0.767532982,23.33138215,18057,23624.87368,30.39788868,..,0.611080609,..,18490.5,0.610132268,18.04607158,30258.69213,29.57731057,1.377304348,1.377304348,45.84740154
0,1997M07 [1997M07],China,..,..,84.41408042,2.654575442,..,82.19449627,..,..,..,..,128304.0525,..,48749980205,45072030958,0.542910313,0.582673016,12457.75601,12785.95251,23550.76375,21380.35593,..,..,..,15234.96449,..,15600,..,..,8.291130435,8.291130435,..
0,1997M07 [1997M07],France,83.66167024,..,82.60684669,1.040312094,83.28723404,82.86141682,..,..,69.21967855,53.12510921,32227.88229,10.33333333,29415745100,30252828585,0.653321245,0.6513783,44.87609504,21403,32760.3,32495.70948,..,..,..,27124.95829,..,27025.2474,..,..,6.04926087,0.912961115,59.97795057
0,1997M07 [1997M07],Germany,87.78221886,..,84.25026969,1.958224543,86.95325094,84.61538462,..,..,70.97988275,54.44252793,84932.53533,8.662424101,66998397748,75110091586,0.701032226,0.703739675,37637.08868,38082.67343,54323.71294,53481.55011,..,0.711634224,..,43686.12401,0.712279668,43986,61388.45289,61753.83347,1.793304348,0.912961115,83.35255106
0,1997M07 [1997M07],India,..,..,45.42003554,5.651918574,..,45.84818401,..,..,24.6582306,31.66825735,29789,..,17826387972,16704419948,0.572223387,0.572223387,3433.369921,3553,6209.113571,6000.051715,..,..,..,107.2515548,..,106.77,..,..,35.7526087,35.7526087,..
0,1997M07 [1997M07],Italy,77.74122807,..,76.45423558,1.873935014,76.4832794,76.57266811,..,..,..,..,55965.18969,..,44954959681,56638546254,0.550303154,0.549059531,66.88165531,71.10697151,129.2141812,121.8113,..,0.56175778,..,19926,0.562256291,23846,35470.80378,42411.26404,1745.626957,0.912961115,..
0,1997M07 [1997M07],Japan,105.2366566,..,103.0588603,1.957772027,..,103.1055901,..,..,188.9780645,149.3324711,221963.055,3.412397507,1.48949E+11,1.68863E+11,0.668973248,0.65313324,29668.7707,29851.43416,44622.76217,45425.29591,..,1.000175621,..,38596,1.013535783,37105,38589.22294,36609.46226,115.3073913,115.3073913,76.22392227
0,1997M07 [1997M07],United Kingdom,83.19672131,..,79.50433319,2.002867303,83.01651957,79.63633465,..,..,82.0162414,84.88287319,35426.54033,7.1,42228768617,43235389716,0.714069578,0.9442007,76.66796138,26022,36441.82697,81.19879742,..,0.892083457,..,14237.17139,0.719264572,13729.40741,15959.46128,19088.11853,0.597968163,0.597968163,75.17749332
0,1997M07 [1997M07],United States,77.01534855,..,73.75119547,2.165605096,76.91505804,74.06997189,..,..,76.31051142,76.31051142,66663.30727,4.9,2.18576E+11,2.11756E+11,0.782366958,0.772478499,74216.02453,74815.3,95626.86569,96075.19775,..,0.851023133,..,59590,0.855012428,54910,70021.59833,64221.28876,1,1,75.10770502
0,1997M08 [1997M08],Brazil,48.59080897,..,46.16505005,6.383310619,48.39642746,46.76569459,..,..,16.96964903,27.74338672,63056,..,31416368792,37047062663,0.678571429,0.669172932,5040.979865,5344,7875.368421,7533.149687,..,0.658753709,..,4566.293171,0.668171558,5072,6931.71531,7590.864865,1.087761905,1.087761905,..
0,1997M08 [1997M08],Canada,82.16845878,..,78.23834197,1.797752809,81.71275647,78.7141616,..,..,58.07599191,43.56833656,22379.70911,8.9,17116043984,19646661952,0.763092245,0.761500811,22.84956237,18122,23748.11188,30.00595932,..,0.607217607,..,18051.6,0.609428855,18.00603386,29728.387,29.5457521,1.389666667,1.389666667,45.56448416
0,1997M08 [1997M08],China,..,..,84.28897882,1.990740739,..,82.75419776,..,..,..,..,132788.9377,..,48989465509,46109952264,0.542051597,0.555500594,11350.13625,11066.9807,20416.83996,20432.26778,..,..,..,15211.63766,..,16023,..,..,8.28952381,8.28952381,..
0,1997M08 [1997M08],France,83.91862955,..,82.71316181,1.434159061,83.34042553,83.07511486,..,..,69.02349013,51.55745466,32323.70244,10.3,30555447348,22098733875,0.668132151,0.655473593,43.47208457,16271,24352.96667,31703.79437,..,..,..,23386.37931,..,17935.23735,..,..,6.201333333,0.937372596,60.30569893
0,1997M08 [1997M08],Germany,87.68499514,..,84.57389428,2.21642764,86.94250403,84.61538462,..,..,71.48549204,53.41077001,84150.95092,8.670332589,65058970445,63178540579,0.68910495,0.690927382,35335.10677,31990.48076,46423.23458,51141.56381,..,0.695508126,..,39530.63269,0.696144533,35952,56837.05369,51644.44782,1.839428571,0.937372596,81.43238758
0,1997M08 [1997M08],India,..,..,45.65365096,4.825688186,..,46.05469019,..,..,24.77525594,31.69678877,30228,..,17663401570,16518093085,0.573764376,0.573764376,3164.193778,3060,5333.199706,5514.79651,..,..,..,102.4144364,..,101.25,..,..,35.90357143,35.90357143,..
0,1997M08 [1997M08],Italy,77.74122807,..,76.64260688,1.866927408,76.59115426,76.68112798,..,..,..,..,59648.26208,..,45212475816,25209302042,0.545285799,0.538984693,62.15129632,47.86847854,87.78603563,115.3118023,..,0.551664949,..,19156,0.554854932,12592,34723.97521,22694.2202,1796.533333,0.937372596,..
0,1997M08 [1997M08],Japan,104.8338369,..,102.8214444,2.151750132,..,103.2091097,..,..,179.0602899,138.3188696,223603.4704,3.399334129,1.48099E+11,1.47645E+11,0.659385349,0.645459299,27837.77364,27280.3182,41372.3451,43128.62742,..,0.991315669,..,38353,1.002876418,33377,38688.98796,33281.26917,117.9261905,117.9261905,76.25838333
0,1997M08 [1997M08],United Kingdom,83.66347905,..,79.66139608,1.993314022,83.37859244,80.04850389,..,..,83.93638467,83.33695186,35750.42962,6.8,41510320758,38671427748,0.716180467,0.890348656,74.47062428,26010,36317.66179,83.64209207,..,0.84647622,..,14218.96822,0.720531918,13740.2963,16797.83541,19069.65668,0.623252463,0.623252463,74.45578939
0,1997M08 [1997M08],United States,77.06078533,..,73.93511366,2.290076336,76.96038217,74.20842044,..,..,75.90728578,75.90728578,67293.99937,4.8,2.2086E+11,2.23656E+11,0.781572677,0.770914777,71864.21308,72925.3,93305.84624,93219.40013,..,0.851333677,..,58251,0.855012428,56660.9,68423.23001,66269.09525,1,1,75.22595437
0,1997M09 [1997M09],Brazil,48.63940123,..,46.84017299,5.72852133,48.56447112,46.79365309,..,..,16.61735858,27.02729584,61931,..,32840993016,37856404035,0.671768707,0.667502089,5366.929648,5407,8048.901266,8040.318885,..,0.658753709,..,4417.294444,0.666666667,4585,6705.532557,6877.5,1.093272727,1.093272727,..
0,1997M09 [1997M09],Canada,82.25806452,..,78.23834197,1.683501684,81.80196253,78.7141616,..,..,58.93333519,44.32198093,22395.45203,8.8,17087796358,20384603217,0.762317533,0.763114936,22.43519408,18319,24030.6686,29.39949544,..,0.608504703,..,18393.6,0.610720638,18.16023526,30227.53959,29.73574843,1.386727273,1.386727273,45.68474869
0,1997M09 [1997M09],China,..,..,84.31580013,1.836100637,..,84.32835821,..,..,..,..,136538.0527,..,48919626950,46193463173,0.554905092,0.61965017,11726.15267,11471.87073,20673.57264,18923.82817,..,..,..,15915.93924,..,16592,..,..,8.287227273,8.287227273,..
0,1997M09 [1997M09],France,84.06852248,..,82.81947693,1.300390117,83.42553191,83.22470349,..,..,68.65252182,52.80129953,32448.49148,10.26666667,29839750422,31967862452,0.664012695,0.658421862,46.57606889,23304,35095.71456,33767.10477,..,..,..,27073.93434,..,27681.52877,..,..,6.006636364,0.911112974,60.71538439
0,1997M09 [1997M09],Germany,87.45813979,..,84.57389428,2.083333333,86.99623858,84.50704225,..,..,68.98380135,53.04741006,84031.20957,8.686121966,65587905164,77946279940,0.704082166,0.705167171,37348.48718,36826.38812,52304.1058,52964.01864,..,0.715553698,..,44855.83688,0.71538046,44298,62686.89131,61922.29514,1.786954545,0.911112974,83.00343043
0,1997M09 [1997M09],India,..,..,45.89954017,5.081926465,..,46.22216282,..,..,22.85449278,28.78741494,29435,..,17913389673,16726085862,0.572759406,0.572759406,3209.03968,3175,5543.33978,5602.770818,..,..,..,110.939113,..,109.55,..,..,36.4525,36.4525,..
0,1997M09 [1997M09],Italy,77.74122807,..,76.71280626,1.720022331,76.59115426,76.68112798,..,..,..,..,64079.62272,..,45175687797,54455387744,0.5592595,0.55538818,63.71466661,72.21124261,129.1193849,114.7209626,..,0.567564748,..,19821,0.568052968,20181,34922.8878,35526.61662,1743.629545,0.911112974,..
0,1997M09 [1997M09],Japan,106.2437059,..,103.3016536,2.453911467,..,103.9337474,..,..,171.160106,128.9761651,225293.0781,3.506629479,1.47041E+11,1.67761E+11,0.650066458,0.634627174,28365.37354,27793.53737,42754.9169,44696.12195,..,0.98247029,..,36209,0.996444156,36591,36855.05849,36721.57619,120.8909091,120.8909091,75.71392024
0,1997M09 [1997M09],United Kingdom,84.24408015,..,79.72206823,1.822159784,83.49174021,80.33087398,..,..,85.12974375,84.42120456,36027.3192,6.7,41709889608,44009633264,0.730422178,0.897452273,76.34786178,27188,37222.30899,85.07177938,..,0.848491684,..,14212.39836,0.728172726,13907.2963,16750.1917,19098.89755,0.624077726,0.624077726,74.45578939
0,1997M09 [1997M09],United States,77.24253246,..,74.11903185,2.219403932,77.14167872,74.3930185,..,..,75.12569791,75.12569791,67908.95443,4.9,2.22822E+11,2.27551E+11,0.781572677,0.767787334,75097.75159,76750.9,98200.59258,97810.61537,..,0.850799697,..,58605,0.852526926,57470.4,68882.25302,67411.82974,1,1,75.40944474
0,1997M10 [1997M10],Brazil,48.73668002,..,47.25006062,5.111992036,48.75238198,46.9012111,..,..,17.35030299,28.0622043,53690,..,31658714680,38826710315,0.679421769,0.664995823,5095.776792,5625,8279.098874,7662.870377,..,0.646142433,..,4648.302003,0.655379985,4786,7193.927784,7302.633754,1.099652174,1.099652174,..
0,1997M10 [1997M10],Canada,82.34767025,..,78.23834197,1.342281879,81.8911686,78.7141616,..,..,60.34589609,45.39146755,21877.23933,8.9,17287547431,20809586195,0.764001622,0.76001414,21.57640981,18814,24625.60217,28.38948473,..,0.612517376,..,18130.8,0.616315975,19.01191636,29600.46641,30.84767737,1.386565217,1.386565217,45.72348365
0,1997M10 [1997M10],China,..,..,84.17040348,1.423910193,..,83.82695896,..,..,..,..,140429.7044,..,49521344528,46479786292,0.541969582,0.604159656,13267.30592,12834.58161,23681.36892,21959.93434,..,..,..,17559.82554,..,17810,..,..,8.283869565,8.283869565,..
0,1997M10 [1997M10],France,83.90792291,..,82.81947693,1.037613489,83.38297872,83.18196389,..,..,68.21567079,53.36131649,33117.00416,10.24814815,30588525778,34319118560,0.6747153,0.66618693,51.45426339,25148,37272.0168,34229.13148,..,..,..,28845.35908,..,32708.53447,..,..,5.891217391,0.895515512,63.36057315
0,1997M10 [1997M10],Germany,87.27449498,..,84.68176915,1.948051948,87.06072004,84.39869989,..,..,69.56884279,54.42599912,84358.86543,8.7119075,66557618815,79511073515,0.714689086,0.717449279,38244.19239,41172.9328,57609.57259,53305.77859,..,0.728856407,..,43198.90115,0.727840456,46604,59269.42637,64030.51606,1.756695652,0.895515512,87.23735817
0,1997M10 [1997M10],India,..,..,46.44477363,5.342479328,..,46.90860987,..,..,23.12661531,29.3506328,30022,..,18122173930,16799749971,0.576760211,0.576760211,3576.526358,3586,6217.488538,6201.062928,..,..,..,110.4366593,..,109.2,..,..,36.19108696,36.19108696,..
0,1997M10 [1997M10],Italy,78.17982456,..,76.9455667,2.139961866,76.91477886,77.00650759,..,..,..,..,63535.62534,..,45727508087,57833104685,0.564568823,0.56064009,60.51403278,62.11896862,110.0290453,107.9373984,..,0.5793497,..,20345,0.576052008,22829,35116.95959,39630.10227,1719.715217,0.895515512,..
0,1997M10 [1997M10],Japan,106.4451158,..,103.4028018,2.512225026,..,104.2443064,..,..,162.0274181,121.7580304,227868.1487,3.511011119,1.46209E+11,1.63424E+11,0.64954486,0.63494576,27514.64422,29221.29781,44987.34359,43333.84982,..,0.980390293,..,36735,0.991039349,38378,37469.77122,38725.00122,121.1473913,121.1473913,73.66013352
0,1997M10 [1997M10],United Kingdom,84.26684882,..,79.8889606,1.859985051,83.62751754,80.35136858,..,..,87.7294161,88.55122534,34171.85249,6.6,41949372228,46658361192,0.732877333,0.920985982,75.93011913,27282,37225.87502,82.44438091,..,0.874341777,..,14246.75715,0.731506396,14714.85185,16294.26561,20115.82117,0.612339353,0.612339353,77.41639197
0,1997M10 [1997M10],United States,77.60602674,..,74.2569705,2.08596713,77.32297526,74.57761656,..,..,75.21384534,75.21384534,68983.91524,4.7,2.24739E+11,2.27573E+11,0.783161239,0.767005473,75274.11336,81348.6,103872.0968,98140.25585,..,0.847562843,..,58765,0.849212925,62401.8,69334.09188,73481.92449,1,1,75.27666907
0,1997M11 [1997M11],Brazil,48.71718511,..,47.52946007,4.525999038,48.83203364,46.9808106,..,..,13.36948605,21.47492289,52035,..,30377808417,34802836006,0.679421769,0.667502089,5014.326766,5244,7718.32791,7512.07652,..,0.650593472,..,4229.19552,0.662904439,3973,6500.519454,5993.322361,1.10705,1.10705,..
0,1997M11 [1997M11],Canada,82.16845878,..,78.15198618,0.891861761,81.80196253,78.62728063,..,..,57.90859419,42.7559174,18674.40813,8.9,17307724307,21175960100,0.760826083,0.757695111,22.50856886,19247,25297.50285,29.70663071,..,0.605828239,..,18487.9,0.611885045,19.17716556,30516.73531,31.34112481,1.4127,1.4127,45.70992103
0,1997M11 [1997M11],China,..,..,84.07812977,0.956509397,..,83.33722015,..,..,..,..,141788.8214,..,49594298210,46396275382,0.54971088,0.603805992,11697.02781,12091.68086,21996.43723,19372.16253,..,..,..,16113.57602,..,16746,..,..,8.2809,8.2809,..
0,1997M11 [1997M11],France,83.88650964,..,83.03210717,1.297016861,83.4893617,83.32086761,..,..,64.694425,51.2792415,33652.9285,10.2037037,29881850241,30658535522,0.646455961,0.645067129,54.75262299,22437,34707.7007,34694.06362,..,..,..,26216.88188,..,27151.64091,..,..,5.8002,0.883040553,61.16991503
0,1997M11 [1997M11],Germany,87.32850816,..,84.78964401,2.077922078,87.13594841,84.39869989,..,..,65.23470632,51.75023591,83973.51602,8.698239616,66822086175,77848480342,0.723106009,0.725912275,37915.87652,39327.75215,54387.25673,52232.0366,..,0.740004723,..,43033.86805,0.73812286,45786,58153.50457,62030.32375,1.7325,0.883040553,85.08334933
0,1997M11 [1997M11],India,..,..,46.49788929,4.797006241,..,47.01534046,..,..,20.92550368,25.8257475,27893,..,17968212720,17185403246,0.569705527,0.569705527,3309.616527,3299,5790.710892,5809.346023,..,..,..,101.3635329,..,96.8,..,..,37.2425,37.2425,..
0,1997M11 [1997M11],Italy,78.39912281,..,77.11326701,2.008709995,77.13052859,77.22342733,..,..,..,..,63368.69052,..,45469991952,52807720944,0.57164583,0.571250758,61.91431518,60.53334678,105.8930961,108.3837778,..,0.58368165,..,20985,0.579385861,20875,35952.81777,36029.52958,1696.95,0.883040553,..
0,1997M11 [1997M11],Japan,106.4451158,..,103.2262435,2.124729491,..,103.5196687,..,..,151.0410676,109.5896728,228121.1381,3.533096538,1.4483E+11,1.56982E+11,0.639859105,0.623808634,25099.53066,25215.87452,39408.47964,40235.94624,..,0.969833758,..,35622,0.976465553,33696,36730.00626,34508.12974,125.4085,125.4085,70.94512279
0,1997M11 [1997M11],United Kingdom,84.38069217,..,80.03576828,1.85155644,83.70672098,80.42651546,..,..,82.86734656,86.61784075,33663.02957,6.5,42109027307,44457879529,0.743114695,0.927510262,73.70954598,27998,37676.55276,79.47032933,..,0.866909629,..,14219.01064,0.744583934,14830.74074,16401.9526,19918.1584,0.592012872,0.592012872,77.17062564
0,1997M11 [1997M11],United States,77.60602674,..,74.3489296,1.890359168,77.41362353,74.53146705,..,..,73.31853523,73.31853523,67865.37493,4.6,2.26712E+11,2.28468E+11,0.779189833,0.764659891,71478.41829,72049.4,92467.06891,93477.39979,..,0.8466112,..,57657,0.849212925,58162.9,68103.2805,68490.36127,1,1,75.65027585
0,1997M12 [1997M12],Brazil,48.80487597,..,47.7631014,4.0267748,48.93329803,47.18276967,..,..,14.16099877,22.62613231,52173,..,30161582646,30408013209,0.691326531,0.670843776,5031.870327,5276,7631.704797,7500.807946,..,0.650593472,..,4606.675469,0.660647103,4529,7080.728086,6855.399772,1.11326087,1.11326087,..
0,1997M12 [1997M12],Canada,81.98924731,..,78.23834197,0.778642937,81.80196253,78.54039965,..,..,57.03679924,41.69589323,17871.4191,8.5,17364219560,19212174763,0.755319404,0.751445972,22.1177433,19260,25499.1463,29.43357758,..,0.594998222,..,18728.2,0.596388476,19.15922345,31476.06045,32.12540856,1.427391304,1.427391304,47.35099864
0,1997M12 [1997M12],China,..,..,83.84314121,0.250120806,..,83.16231343,..,..,..,..,143301.5165,..,50209967629,45406074596,0.560835337,0.632411051,12226.56252,19092.58948,34043.12859,19333.25201,..,..,..,14732.06608,..,19188,..,..,8.279652174,8.279652174,..
0,1997M12 [1997M12],France,84.01498929,..,83.03210717,1.034928849,83.54255319,83.36360722,..,..,67.4361445,52.09239325,34458.48628,10.14814815,30480269100,32846894147,0.647483501,0.631737722,55.5087018,23121,35709.01801,36146.32972,..,..,..,27310.36227,..,28218.51053,..,..,5.954043478,0.906886987,63.02354882
0,1997M12 [1997M12],Germany,87.55536351,..,84.89751888,2.207792208,86.84578184,84.61538462,..,..,70.50180851,54.48432331,84457.92418,8.691805677,67439176680,72567302027,0.704092063,0.706010225,36976.30589,37092.82466,52681.78211,52373.61243,..,0.719717261,..,44194.82579,0.717882204,43688,61405.81611,60856.78089,1.778565217,0.906886987,84.72434785
0,1997M12 [1997M12],India,..,..,47.7000176,6.197840586,..,47.89902012,..,..,20.36765415,23.8642688,27355,..,17966513728,18212367585,0.558973644,0.558973644,3642.595214,3717,6649.687408,6516.577775,..,..,..,112.0214879,..,114.23,..,..,39.19021739,39.19021739,..
0,1997M12 [1997M12],Italy,78.50877193,..,77.2014663,1.852112411,77.34627832,77.22342733,..,..,105.4970617,80.63165702,65068.39049,..,45801084126,47123270484,0.555739323,0.555356617,57.30992134,55.04941707,99.05618483,103.1948114,..,0.570209533,..,19872,0.564151011,20598,34850.34688,36511.50065,1744.293478,0.906886987,..
0,1997M12 [1997M12],Japan,106.3444109,..,103.129395,1.799899874,..,103.3126294,..,..,149.2931526,104.9171187,220510.3739,3.48533522,1.4377E+11,1.59774E+11,0.630066568,0.610351041,26544.61386,26751.2766,42457.85753,43490.73247,..,0.954742485,..,35105,0.962933854,36269,36769.07706,37665.1001,129.6582609,129.6582609,70.56330635
