,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, % y-o-y, median weighted, seas. adj.,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","GDP,current LCU,millions,seas. adj.,","GDP,current US$,millions,seas. adj.,","Stock Markets, LCU,,,","Stock Markets, US$,,,","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, Price, US$, not seas. adj.","Imports Merchandise, Customs, Price, US$, seas. adj.","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Imports Merchandise, Customs, constant US$, millions, not seas. adj.","Imports Merchandise, Customs, constant US$, millions, seas. adj.","GDP,constant 2010 US$,millions,seas. adj.,","Exports Merchandise, Customs, Price, US$, seas. adj.","GDP,constant 2010 LCU,millions,seas. adj.,","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, Price, US$, not seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, constant US$, millions, seas. adj.","Exports Merchandise, Customs, constant US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,"
0,2004 [2004],China,..,..,86.60926318,3.834221472,..,86.11143501,16150317.5,1951247.121,..,..,615548.0404,4.250930764,1.29047E+12,1.23058E+12,..,..,563051.2291,561217.3134,..,..,3083009.093,..,24718813.06,589778.8788,..,593326,..,..,8.276925333,8.276925333,..
0,2004 [2004],France,92.75428266,..,91.78538522,2.129337539,92.16134752,92.26056915,1701468,2116344.374,90.14551515,78.59845923,40531.06555,8.5,3.97167E+11,4.07929E+11,0.80336239,0.789040357,484.3988,436807,543415.7845,614.7542492,2588390.083,0.842978855,1947403,534283.9267,0.844724759,535079.7496,633122.9468,632642.2648,5.278940247,0.804705501,82.12415378
0,2004 [2004],Germany,93.80378812,..,92.08917656,1.758219926,93.31452624,91.98266522,2255070,2804337.343,67.93375185,59.24693525,54822.51267,9.181569972,8.96809E+11,1.00245E+12,0.819114707,0.820160096,715495.1419,716298.5794,873544.9149,871848.9528,3309139.534,0.836748527,2591330,909316.6929,0.836527426,909920,1086539.713,1087597.439,1.573997395,0.804705501,94.98675345
0,2004 [2004],India,..,..,66.85247292,3.85320113,..,66.99068449,30310520,669108.8981,32.26172615,32.73898513,131178,..,3.15161E+11,3.04224E+11,..,..,99752.40617,99781,..,..,942793.0506,..,49149740,3475.657573,..,3472.69,..,..,45.3009565,45.3009565,..
0,2004 [2004],Italy,91.27375731,..,89.8141014,2.155044451,89.7878461,89.94938539,1450146,1803598.337,121.416874,105.9061904,32143.82191,8.009609207,5.41152E+11,6.14168E+11,0.707978766,0.706553074,747.8905047,749.6452748,1061.908656,1060.56465,2231378.97,0.716084352,1720955,354486,0.714387394,353694,495089.877,495059.5148,1558.229678,0.804705501,100.0328766
0,2004 [2004],Japan,102.6183283,..,100.3014296,-0.009805808,..,100.6124914,520934100,4818022.017,104.7341982,88.22370198,835228.5706,4.714356392,1.72571E+12,1.89116E+12,0.701401911,0.681456054,454999.5487,455365.2903,648603.0005,667306.5832,5444536.282,0.924413258,481799500,564014,0.938193958,565830,610168.7286,602860.7135,108.1511151,108.1511151,77.94674201
0,2004 [2004],United Kingdom,90.97886308,..,86.69517894,1.341135181,90.42486988,87.14476021,1320128,2419188.219,81.31552713,92.26598075,58286.76923,4.75,5.07025E+11,5.17847E+11,0.877134294,0.948011359,884.0430006,590088,673288.9744,932.7638452,2354751.15,0.945690612,1675011,191298.1169,0.889441694,191210,202241.6259,214987.4729,0.545796439,0.545796439,112.0328382
0,2004 [2004],United States,89.34007615,..,86.85919836,2.667572464,89.12613556,87.16874263,12213800,12213800,98.53078772,98.53078772,90108.61988,5.541666667,3.05018E+12,3.05943E+12,0.812615833,0.799713318,1467956.684,1469705,1806824.823,1834777.551,13758286,0.854552329,14406500,814874.5,0.858119304,814874.7,953380.6746,949328.6222,1,1,98.74411036
0,2004Q1 [2004Q1],Brazil,..,..,..,..,..,..,460210.1645,158911.7387,..,..,..,..,..,..,0.677721088,0.672236146,14141.12183,13294,19609.50603,21030.34948,395679.4562,0.5615727,214039,21580.20055,0.564584901,19410,38406.20268,34338.15956,..,..,..
0,2004Q1 [2004Q1],Canada,..,..,..,..,..,..,324054,245910.6318,..,..,..,..,..,..,0.780098619,0.778426856,102.9514697,85628,109770.0799,132.2501051,358984.5545,0.692585026,391684.25,76410.3,0.691636842,78.23855888,110320.7038,113.1142443,..,..,..
0,2004Q1 [2004Q1],China,..,..,..,..,..,..,3795420.382,458549.4426,..,..,..,..,..,..,0.615735432,0.638078795,138326.6429,124212.6349,202017.9488,216756.8937,746199.4331,..,5982844.596,131034.0384,..,115603,..,..,..,..,..
0,2004Q1 [2004Q1],France,..,..,..,..,..,..,419864,524821.938,..,..,..,..,..,..,0.791468141,0.773512139,121.592,105214,133041.1148,157.2135501,641845.0535,0.839147028,482899,129591.3474,0.839639619,132756.2114,154474.7136,158264.8504,..,..,..
0,2004Q1 [2004Q1],Germany,..,..,..,..,..,..,560110,700126.7451,..,..,..,..,..,..,0.809360237,0.811504762,170789.1128,169233.6215,209158.7376,210500.7792,825187.4039,0.835734722,646190,220080.3421,0.834652623,221020,263442.0223,264994.1426,..,..,..
0,2004Q1 [2004Q1],India,..,..,..,..,..,..,7137250,157847.3501,..,..,..,..,..,..,0.633576333,0.633576333,22037.91058,21776,34341.39172,34776.90192,227260.5559,..,11847560,816.2593961,..,872.95,..,..,..,..,..
0,2004Q1 [2004Q1],Italy,..,..,..,..,..,..,357311,446631.8891,..,..,..,..,..,..,0.684287932,0.685397487,186.8413135,193.8155468,283.2977018,272.6587572,556409.7377,0.705318384,429132,85117,0.70536529,83263,120717.8231,118205.6463,..,..,..
0,2004Q1 [2004Q1],Japan,..,..,..,..,..,..,130199000,1214392.605,..,..,..,..,..,..,0.675025331,0.659865486,108617.2102,107021.0417,158512.3614,164600.0745,1357479.797,0.920595856,120126500,137731,0.935213954,135050,149612.7189,144384.6847,..,..,..
0,2004Q1 [2004Q1],United Kingdom,..,..,..,..,..,..,323917,595635.2923,..,..,..,..,..,..,0.842081899,0.938149989,231.8823859,143046,169835.4352,247.2086798,586142.2128,0.926270674,416942,45920.54346,0.851356274,45261,49592.98413,53168.39954,..,..,..
0,2004Q1 [2004Q1],United States,..,..,..,..,..,..,2980100,2980100,..,..,..,..,..,..,0.79057453,0.781600209,347039.62,332278,420147.2693,443952.3833,3395330.873,0.84341471,3555300,196416.5,0.84700359,195932.3,232852.1643,231201.6459,..,..,..
0,2004Q2 [2004Q2],Brazil,..,..,..,..,..,..,483268.2807,158629.074,..,..,..,..,..,..,0.70776644,0.693957115,15137.69807,14981,21140.04787,21790.57801,403839.3201,0.585806133,218453,23835.78475,0.595685979,23819,40655.471,39920.58369,..,..,..
0,2004Q2 [2004Q2],Canada,..,..,..,..,..,..,332037,244329.0434,..,..,..,..,..,..,0.791428807,0.791143717,114.1851886,88000,111180.0712,144.3173949,363248.6413,0.706993256,396336.75,81469.8,0.71203931,85.55059191,115219.9875,120.1570064,..,..,..
0,2004Q2 [2004Q2],China,..,..,..,..,..,..,3956631.065,478027.1916,..,..,..,..,..,..,0.594933421,0.628874556,139008.3271,141403.8903,237985.0759,221079.2951,760684.1742,..,6098979.707,142385.5726,..,142471,..,..,..,..,..
0,2004Q2 [2004Q2],France,..,..,..,..,..,..,423616,510643.5734,..,..,..,..,..,..,0.76938807,0.756004166,117.406,106846,138824.144,155.2590885,646005.292,0.816588539,486029,125606.0625,0.819868774,127545.2658,153803.8152,155513.0556,..,..,..
0,2004Q2 [2004Q2],Germany,..,..,..,..,..,..,566070,682363.2903,..,..,..,..,..,..,0.793273998,0.792907093,170696.0303,170554.3768,214996.3621,215280.6207,829337.6678,0.810085254,649440,222011.7157,0.810878692,222579,274062.429,274476.1351,..,..,..
0,2004Q2 [2004Q2],India,..,..,..,..,..,..,7436980,165698.9923,..,..,..,..,..,..,0.655556607,0.655556607,23645.16102,23777,36257.26325,36067.50193,233280.6523,..,12161400,816.7934538,..,793.88,..,..,..,..,..
0,2004Q2 [2004Q2],Italy,..,..,..,..,..,..,363139,437742.1925,..,..,..,..,..,..,0.685087977,0.681954306,187.6682424,189.2951367,276.4392183,275.3127815,558001.9544,0.692077837,430360,86193,0.688703866,88181,124550.1627,128024.0324,..,..,..
0,2004Q2 [2004Q2],Japan,..,..,..,..,..,..,129841400,1183756.662,..,..,..,..,..,..,0.694156456,0.671297309,110547.3964,109242.8227,157339.0717,164639.8932,1357671.905,0.907564725,120143500,140453,0.923275347,137918,154757.7122,149352.5859,..,..,..
0,2004Q2 [2004Q2],United Kingdom,..,..,..,..,..,..,329612,595850.513,..,..,..,..,..,..,0.870145558,0.932736252,211.349724,160601,184500.054,226.6305043,588239.6848,0.926683338,418434,45911.9193,0.884484812,47002,49546.18299,53171.82484,..,..,..
0,2004Q2 [2004Q2],United States,..,..,..,..,..,..,3027300,3027300,..,..,..,..,..,..,0.804871591,0.790721918,362823.5649,364813,453240.2675,458845.6786,3421211.521,0.852831323,3582400,202125.7,0.859431096,205255.6,236999.0574,238825.1357,..,..,..
0,2004Q3 [2004Q3],Brazil,..,..,..,..,..,..,500819.4144,168239.8399,..,..,..,..,..,..,0.724773243,0.707045391,15957.78772,16886,23297.52294,22570.19434,409546.0487,0.597922849,221540,24577.97559,0.611738149,26926,41105.98254,44021.09685,..,..,..
0,2004Q3 [2004Q3],Canada,..,..,..,..,..,..,337870,258349.302,..,..,..,..,..,..,0.808389685,0.808945155,113.806954,91711,113449.4671,140.6979209,367536.5575,0.740017472,401015.25,84156.3,0.742725789,83.5139591,113739.7052,112.4456407,..,..,..
0,2004Q3 [2004Q3],China,..,..,..,..,..,..,4128203.221,498755.9769,..,..,..,..,..,..,0.57640401,0.617857217,138189.0523,146514.4376,254154.1092,224083.8881,780126.0736,..,6254860.103,149476.3279,..,158052,..,..,..,..,..
0,2004Q3 [2004Q3],France,..,..,..,..,..,..,426194,521110.9351,..,..,..,..,..,..,0.79649556,0.784951027,124.2558,103206,129546.5175,158.307667,647900.6594,0.830512276,487455,131121.3163,0.834396593,122012.5471,157882.0972,146258.6123,..,..,..
0,2004Q3 [2004Q3],Germany,..,..,..,..,..,..,564960,690781.2731,..,..,..,..,..,..,0.810961064,0.810855639,179055.5812,175204.4302,216041.9011,220816.8313,827690.3323,0.824116403,648150,223532.7747,0.824626383,219760,271238.0166,266478.8431,..,..,..
0,2004Q3 [2004Q3],India,..,..,..,..,..,..,7784530,168655.1744,..,..,..,..,..,..,0.674290782,0.674290782,25111.19193,25424,37693.55143,37234.43766,239813.8686,..,12501990,866.4743161,..,864.12,..,..,..,..,..
0,2004Q3 [2004Q3],Italy,..,..,..,..,..,..,362935,443763.6317,..,..,..,..,..,..,0.706803993,0.701335641,183.506014,180.5916857,255.641373,261.6822434,557966.9464,0.709238182,430333,89042,0.710980052,85297,125550.6339,119921.883,..,..,..
0,2004Q3 [2004Q3],Japan,..,..,..,..,..,..,130492400,1186941.968,..,..,..,..,..,..,0.707275164,0.681344619,113974.5092,114825.2821,162356.2666,167281.7318,1366072.636,0.917123383,120886900,140493,0.933805374,141355,153193.4426,151375.7258,..,..,..
0,2004Q3 [2004Q3],United Kingdom,..,..,..,..,..,..,331170,602197.0834,..,..,..,..,..,..,0.899927523,0.945245597,216.9432169,147432,163889.5824,229.5087532,589215.3186,0.94391076,419128,48660.20708,0.916091922,47429,51551.80905,51771.15187,..,..,..
0,2004Q3 [2004Q3],United States,..,..,..,..,..,..,3075800,3075800,..,..,..,..,..,..,0.820227694,0.801407349,369256.0347,376462,458960.2468,460747.334,3453586.206,0.855858082,3616300,205369.8,0.85915493,200275.5,239955.9313,233113.6381,..,..,..
0,2004Q4 [2004Q4],Brazil,..,..,..,..,..,..,510945.1949,183413.7577,..,..,..,..,..,..,0.752834467,0.738791423,17342.05863,17585,23360.22948,23475.04633,413123.1526,0.605835806,223475,25771.4042,0.6142463,26177,42536.04079,42629.28501,..,..,..
0,2004Q4 [2004Q4],Canada,..,..,..,..,..,..,341770,280074.97,..,..,..,..,..,..,0.836773238,0.838586121,102.9518361,89817,107341.0179,122.765806,370177.0377,0.779504766,403896.25,86561.8,0.775211372,87.88262905,111065.6799,113.3875605,..,..,..
0,2004Q4 [2004Q4],China,..,..,..,..,..,..,4270062.836,515914.5102,..,..,..,..,..,..,0.585032349,0.651543246,147527.2068,149086.3506,254705.2704,226517.3191,795999.412,..,6382128.649,166882.9398,..,177200,..,..,..,..,..
0,2004Q4 [2004Q4],France,..,..,..,..,..,..,431794,559767.927,..,..,..,..,..,..,0.856097787,0.841694098,121.145,121541,142004.0081,143.9739436,652639.0781,0.885667578,491020,147965.2005,0.884994048,152765.7254,166962.3208,172605.7465,..,..,..
0,2004Q4 [2004Q4],Germany,..,..,..,..,..,..,563930,731066.034,..,..,..,..,..,..,0.862863527,0.865372889,194954.4177,201306.1508,233347.914,225250.7217,826924.1297,0.877057729,647550,243691.8605,0.875952004,246561,277797.2455,281648.3184,..,..,..
0,2004Q4 [2004Q4],India,..,..,..,..,..,..,7951760,176907.3814,..,..,..,..,..,..,0.685938229,0.685938229,28958.14264,28804,42042.35678,42281.11447,242437.9738,..,12638790,976.1304075,..,941.74,..,..,..,..,..
0,2004Q4 [2004Q4],Italy,..,..,..,..,..,..,366761,475460.624,..,..,..,..,..,..,0.755735162,0.757524862,189.8749348,185.9429056,246.530363,250.9108678,559000.3314,0.757703003,431130,94134,0.75250037,96953,124271.2572,128907.9532,..,..,..
0,2004Q4 [2004Q4],Japan,..,..,..,..,..,..,130401300,1232930.781,..,..,..,..,..,..,0.729150695,0.713316801,121860.433,124276.1438,170395.3008,170784.8837,1363311.944,0.952369069,120642600,145337,0.960481157,151507,152604.8549,157747.717,..,..,..
0,2004Q4 [2004Q4],United Kingdom,..,..,..,..,..,..,335429,625505.3304,..,..,..,..,..,..,0.896382195,0.975913596,223.8676738,139009,155063.9028,229.4159078,591153.9338,0.985897677,420507,50805.44709,0.90583377,51518,51550.64973,56876.09664,..,..,..
0,2004Q4 [2004Q4],United States,..,..,..,..,..,..,3130600,3130600,..,..,..,..,..,..,0.834789515,0.825123795,388837.4643,396152,474477.0396,471232.1547,3488157.403,0.8661052,3652500,210962.5,0.8668876,213411.3,243573.5217,246188.2025,..,..,..
0,2005 [2005],Brazil,81.65959032,..,81.49824301,6.862804677,81.56248835,81.48722242,2168240.759,895721.1692,40.17985907,29.6121466,53799,..,4.53521E+11,5.00481E+11,0.795847506,0.781746032,73351.51711,73468,92157.41417,93783.96899,1673962.629,0.658877349,905514,118473.6594,0.668735892,118693,179715.1901,177004.5307,2.435280782,2.435280782,41.66363703
0,2005 [2005],Canada,94.31003584,..,92.37190558,2.230009557,93.88938448,92.94092094,1421590,1174424.033,86.69449966,74.7833148,32967.57692,6.758333333,2.46122E+11,2.48717E+11,0.857110846,0.857133314,469.6749344,384726,448605.9241,547.9680139,1506726.412,0.830583456,1643973.25,370706.8,0.831298814,377.8928813,446089.9079,454.4734444,1.211618951,1.211618951,73.44774667
0,2005 [2005],China,98.38347921,..,88.14694575,1.77542507,98.35028619,87.64186878,18692316.19,2282510.268,38.33607899,31.62067198,822478.8184,4.200578898,1.50172E+12,1.43162E+12,0.638925783,0.682918573,658979.0865,660053.4189,1035432.591,965050.8833,3431798.725,0.763989264,27515323.04,759023.6867,0.73660969,761953,993331.0835,1035820.139,8.193666329,8.193666329,..
0,2005 [2005],France,94.04443255,..,93.39783117,1.756756757,93.44237589,93.87131816,1764040,2194451.556,106.1612099,92.38839594,32297.64854,8.5,3.97693E+11,4.07431E+11,0.834654959,0.819665529,550.2855,478152,572940.4546,671.7907598,2632739.82,0.856914483,1980770,557992.9198,0.85858682,557912.3152,650855.3412,649587.9709,5.278106979,0.804594783,83.36557804
0,2005 [2005],Germany,94.80933348,..,93.44660194,1.474033581,94.31040659,93.39111593,2284760,2842535.665,79.71672611,69.34924037,50652.75659,9.120216836,9.27311E+11,1.03306E+12,0.847135321,0.847762794,779628.2909,779967.3527,921730.2519,920401.891,3338893.734,0.844731999,2614630,976646.7163,0.844419608,977154,1157461.063,1158646.234,1.57379564,0.804594783,96.47649213
0,2005 [2005],India,..,..,69.35529629,3.743800727,..,69.5018226,34521190,782672.4669,42.79002038,44.4915451,137206,..,3.4411E+11,3.32368E+11,..,..,142637.3081,142870,..,..,1027888.294,..,53585930,4391.028457,..,4393.45,..,..,44.09727176,44.09727176,..
0,2005 [2005],Italy,93.25657895,..,91.59322856,1.98089958,91.7206041,91.72993492,1494102,1858494.468,141.8500607,123.575358,29458.09484,7.713057314,5.3762E+11,6.03087E+11,0.761915705,0.76004418,747.214268,748.0872665,982.400283,983.2412151,2253712.792,0.749152543,1738180,373679,0.747285864,372685,499025.3816,499212.4019,1558.03548,0.804594783,99.0322904
0,2005 [2005],Japan,102.2071165,..,100.0172176,-0.283357859,101.8036072,100.3278123,524275900,4767899.763,116.4169109,96.01747387,835505.5741,4.423202047,1.75257E+12,1.91691E+12,0.778340135,0.756191643,515401.8286,516159.5007,662849.5439,681447.1301,5536223.363,0.925717287,489913100,595799,0.939313673,595264,644053.2645,634711.2668,110.1454102,110.1454102,78.1696696
0,2005 [2005],United Kingdom,92.37154675,..,88.47667845,2.054900319,91.80715848,88.93727892,1396274,2539172.182,93.47122585,105.1328847,54508.75371,4.841666667,5.0459E+11,5.15279E+11,0.956114483,0.970304474,1023.903855,618341,646411.8248,1055.190778,2429627.527,0.965304797,1728273,212965.0829,0.961587794,212801,221115.2341,221029.1672,0.550084821,0.550084821,111.9711064
0,2005 [2005],United States,91.27871226,..,89.78273131,3.365829988,91.04108029,90.12615739,13036600,13036600,100.729933,100.729933,67167.59772,5.083333333,3.15215E+12,3.16171E+12,0.873643103,0.859590826,1671755.564,1673454,1913456.184,1944134.902,14241614.26,0.881748314,14912600,901081.8,0.885459818,901081.8,1021801.527,1017399.485,1,1,102.3949741
0,2005Q1 [2005Q1],Brazil,..,..,..,..,..,..,518092.6929,194208.4611,..,..,..,..,..,..,0.757369615,0.753550543,17194.68987,16122,21277.92839,22816.73921,411880.8716,0.628338279,222803,27623.06855,0.629044394,24565,43959.93583,39024.53269,..,..,..
0,2005Q1 [2005Q1],Canada,..,..,..,..,..,..,345081,281382.3081,..,..,..,..,..,..,0.839477701,0.8379785,108.5219531,89806,106985.1269,129.4766913,371458.0968,0.784686492,405294,87167.6,0.782238887,87.53116391,111105.6458,111.9202672,..,..,..
0,2005Q1 [2005Q1],China,..,..,..,..,..,..,4430980.745,535349.554,..,..,..,..,..,..,0.661896439,0.685608248,152122.7233,139360.7065,210432.4293,221864.2965,825918.7047,0.756805748,6622014.222,176192.0684,0.751350405,155848,232797.6231,207438.9949,..,..,..
0,2005Q1 [2005Q1],France,..,..,..,..,..,..,435019,569951.5458,..,..,..,..,..,..,0.856165632,0.84098783,135.232,121688,142032.8607,160.8235389,654293.8694,0.89987337,492265,146322.0587,0.899233734,149481.8297,162598.9316,166172.8585,..,..,..
0,2005Q1 [2005Q1],Germany,..,..,..,..,..,..,565300,740642.613,..,..,..,..,..,..,0.87646435,0.878893246,188371.1983,186514.6055,212767.5197,214333.5551,826821.9694,0.887359973,647470,242347.9168,0.886273584,243221,273105.5742,274374.381,..,..,..
0,2005Q1 [2005Q1],India,..,..,..,..,..,..,8227110,188187.6649,..,..,..,..,..,..,0.712992769,0.712992769,34531.71728,33735,47274.5797,48424.39639,248084.7874,..,12933170,1084.519751,..,1153.68,..,..,..,..,..
0,2005Q1 [2005Q1],Italy,..,..,..,..,..,..,367220,481122.9088,..,..,..,..,..,..,0.766770793,0.768490069,191.3442993,196.6657844,256.5327658,249.0803947,558457.0587,0.774859765,430711,94168,0.774469866,91957,121537.9256,118621.6679,..,..,..
0,2005Q1 [2005Q1],Japan,..,..,..,..,..,..,130453700,1248003.373,..,..,..,..,..,..,0.752765347,0.742293413,122878.5747,121021.7174,160725.4166,165522.2747,1369992.752,0.961508308,121233800,148838,0.972601566,143749,154803.7646,147809.9725,..,..,..
0,2005Q1 [2005Q1],United Kingdom,..,..,..,..,..,..,338816,640331.8944,..,..,..,..,..,..,0.91844839,0.989381221,250.3215443,144731,157586.4851,253.0145099,596122.0746,0.988523662,424041,48332.90039,0.926558238,47527,48909.38344,51295.5205,..,..,..
0,2005Q1 [2005Q1],United States,..,..,..,..,..,..,3190300,3190300,..,..,..,..,..,..,0.841673286,0.835287985,398780.8651,380584,451988.7576,477431.0823,3526739.623,0.874017392,3692900,216647.1,0.877381939,213918,247873.2122,243749.5185,..,..,..
0,2005Q2 [2005Q2],Brazil,..,..,..,..,..,..,537545.0724,216857.4684,..,..,..,..,..,..,0.793650794,0.775549986,18167.9432,17843,22479.92203,23425.60786,421772.9042,0.65479723,228154,29563.3318,0.665412591,29330,45152.67253,44068.06299,..,..,..
0,2005Q2 [2005Q2],Canada,..,..,..,..,..,..,349902,281266.1578,..,..,..,..,..,..,0.846510634,0.845912682,121.0785178,93176,110069.8532,143.1376975,374153.1096,0.800467128,408234.5,87679.3,0.806584647,92.77828309,109540.0681,115.0444213,..,..,..
0,2005Q2 [2005Q2],China,..,..,..,..,..,..,4565783.249,551650.7073,..,..,..,..,..,..,0.639284382,0.675567113,160705.6462,163255.8185,255510.7246,237872.9293,841430.632,0.743733652,6746385.062,186758.6011,0.727345194,186436,251307.6851,256460.709,..,..,..
0,2005Q2 [2005Q2],France,..,..,..,..,..,..,438467,551875.7376,..,..,..,..,..,..,0.834385327,0.81799486,147.97,122096,146345.6955,181.130459,655589.7904,0.864743603,493240,143171.4568,0.868156603,145603.2797,165476.1668,167755.1575,..,..,..
0,2005Q2 [2005Q2],Germany,..,..,..,..,..,..,568640,715717.7609,..,..,..,..,..,..,0.848966682,0.847834134,197141.8027,196694.9767,231679.3582,232483.3534,831457.495,0.851429785,651100,248077.644,0.852604449,247805,291489.3469,290860.4729,..,..,..
0,2005Q2 [2005Q2],India,..,..,..,..,..,..,8472540,194341.6687,..,..,..,..,..,..,0.73195474,0.73195474,35913.25406,36371,49729.55296,49079.42309,255195.5754,..,13303870,1050.873995,..,1026.86,..,..,..,..,..
0,2005Q2 [2005Q2],Italy,..,..,..,..,..,..,370909,466843.9768,..,..,..,..,..,..,0.754671413,0.751278128,181.0127016,183.3844562,242.9859759,240.942048,562419.4483,0.751587542,433767,94438,0.747959348,97452,125665.3499,130351.4178,..,..,..
0,2005Q2 [2005Q2],Japan,..,..,..,..,..,..,130785200,1216023.046,..,..,..,..,..,..,0.781117846,0.754287616,129031.8931,127259.386,162929.2979,171103.8653,1379079.419,0.934836955,122037900,149790,0.950589819,146708,160238.2524,154352.7736,..,..,..
0,2005Q2 [2005Q2],United Kingdom,..,..,..,..,..,..,347966,645725.3548,..,..,..,..,..,..,0.945618168,0.977229348,275.1039238,150868,159576.0309,281.6598184,603533.5173,0.982877874,429313,51478.55141,0.949404133,53115,52400.24379,55943.28844,..,..,..
0,2005Q2 [2005Q2],United States,..,..,..,..,..,..,3227500,3227500,..,..,..,..,..,..,0.862854117,0.845973417,410913.5642,413073,478710.3718,485735.8451,3543070.216,0.877429835,3710000,225514.2,0.884562276,229356.1,257016.3579,259289.0196,..,..,..
0,2005Q3 [2005Q3],Brazil,..,..,..,..,..,..,547461.0599,233632.8598,..,..,..,..,..,..,0.807823129,0.786688945,18739.83878,20036,24784.87563,23814.71196,418197.6489,0.664193867,226220,29983.07604,0.681966391,33097,45148.18854,48538.07212,..,..,..
0,2005Q3 [2005Q3],Canada,..,..,..,..,..,..,359248,298769.2358,..,..,..,..,..,..,0.862133299,0.861810896,122.0466289,98748,114553.7612,141.658141,378685.5062,0.838448365,413179.75,94318.7,0.843235968,94.52208826,112459.1267,112.1155048,..,..,..
0,2005Q3 [2005Q3],China,..,..,..,..,..,..,4746450.48,583230.9285,..,..,..,..,..,..,0.625520724,0.670240539,164829.4217,175354.7251,280183.839,246290.1346,867328.6519,0.773464891,6954029.053,192283.0861,0.734291001,204052,248618.6183,277927.8093,..,..,..
0,2005Q3 [2005Q3],France,..,..,..,..,..,..,441955,539032.0697,..,..,..,..,..,..,0.831663723,0.816283954,133.4324,112060,134700.6507,163.4973666,658941.9059,0.841965154,495762,137007.044,0.846720916,127634.3471,162626.5006,150835.0247,..,..,..
0,2005Q3 [2005Q3],Germany,..,..,..,..,..,..,573590,699581.1901,..,..,..,..,..,..,0.837673782,0.836239745,194356.6045,190880.1252,227837.2574,232350.6048,838327.778,0.82823979,656480,244119.0834,0.828461806,240361,294642.8976,290096.182,..,..,..
0,2005Q3 [2005Q3],India,..,..,..,..,..,..,8737720,200021.3624,..,..,..,..,..,..,0.766635159,0.766635159,36301.3742,37165,48454.11961,47340.18676,259334.8712,..,13519660,1072.065645,..,1071.49,..,..,..,..,..
0,2005Q3 [2005Q3],Italy,..,..,..,..,..,..,375129,457527.4887,..,..,..,..,..,..,0.768738794,0.761201575,184.909308,182.4077885,237.8049321,242.9869165,566068.0622,0.739033424,436581,92927,0.741035746,89443,125776.8615,120917.683,..,..,..
0,2005Q3 [2005Q3],Japan,..,..,..,..,..,..,131508500,1182073.831,..,..,..,..,..,..,0.790486573,0.755102785,130904.2023,132795.4671,167953.603,173324.413,1392317.86,0.910170707,123209400,148122,0.929982203,149933,162727.2246,161230.6637,..,..,..
0,2005Q3 [2005Q3],United Kingdom,..,..,..,..,..,..,350283,625038.1754,..,..,..,..,..,..,0.96122486,0.965774624,262.0584966,158395,164776.5128,271.3555817,610407.9397,0.955172403,434203,55255.76884,0.965025546,53751,57850.08345,55702.2735,..,..,..
0,2005Q3 [2005Q3],United States,..,..,..,..,..,..,3285700,3285700,..,..,..,..,..,..,0.892242521,0.868908001,419226.0248,429128,480874.0172,482382.0934,3574585.396,0.88204993,3743000,225130.6,0.886219276,221024.1,255248.2756,249406.1499,..,..,..
0,2005Q4 [2005Q4],Brazil,..,..,..,..,..,..,565141.9334,251022.3798,..,..,..,..,..,..,0.824546485,0.811194653,19249.04525,19467,23614.68811,23726.90996,422111.2039,0.68818002,228337,31304.18301,0.698520191,31701,45454.39317,45373.86285,..,..,..
0,2005Q4 [2005Q4],Canada,..,..,..,..,..,..,367359,313006.3313,..,..,..,..,..,..,0.880321749,0.882831178,118.0278346,102996,116997.1829,133.6954842,382429.6998,0.898731838,417265,101541.2,0.893135754,103.061346,112985.0673,115.3932511,..,..,..
0,2005Q4 [2005Q4],China,..,..,..,..,..,..,4949101.711,612279.0786,..,..,..,..,..,..,0.629001587,0.700258392,181321.2953,182082.1688,289305.5977,259023.5229,897120.7366,0.781952765,7192894.704,203789.9311,0.733452158,215617,260607.1571,293992.626,..,..,..
0,2005Q4 [2005Q4],France,..,..,..,..,..,..,448599,533592.2029,..,..,..,..,..,..,0.816405153,0.80339547,133.6511,122308,149861.2477,166.3393953,663914.2548,0.821075804,499503,131492.3603,0.820236028,135192.8587,160153.7421,164824.9303,..,..,..
0,2005Q4 [2005Q4],Germany,..,..,..,..,..,..,577230,686594.1014,..,..,..,..,..,..,0.825436473,0.828084051,199758.6853,205877.6452,249446.1165,241234.3777,842286.4914,0.81189845,659580,242102.0721,0.810338595,245767,298223.2443,303315.1978,..,..,..
0,2005Q4 [2005Q4],India,..,..,..,..,..,..,9083820,200121.7709,..,..,..,..,..,..,0.760018242,0.760018242,35890.96259,35599,46832.29751,47221.16672,265273.0602,..,13829230,1183.569066,..,1141.42,..,..,..,..,..
