Time,Country,"Core CPI,not seas.adj,,,","Core CPI / CPI, not seas. adj.","CPI Price, seas. adj.,,,",CPI seasonal / CPI not seasonal,"CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","Core CPI / CPI, seas. adj.",Core CPI Seasonal / Core CPI Not Seasonal,"CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$, Billions","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,",Industrial Production % of GDP,"Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,, (USD to EURO)","Retail Sales Volume,Index,,,",GDP to Unemployment Rate Correlaton,Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton,US Stock Market to Stock Market,Import/Export,Retail Sales,Industrial Production GDP,Core CPI,Export/Import,US Unemployment as leading/trailing
1995Q2 [1995Q2],India,,,,,,,,,,,,,,,,8482.369379,8366,238.4336503,,,229.38,,,,,,,,,,,,,
1995Q2 [1995Q2],Italy,,,,,,,,,,329140.536,,,,,,152.1006961,153.6818015,57758,-0.175019157,0.175019157,59820,,,,,,,,7.84991581,,,,7.84991581,
1995Q2 [1995Q2],Japan,,,,,,,,,,1511290.795,,,,,,86654.55489,87222.18846,118100,-0.020807012,0.020807012,116797,,,,,,,,0.93323092,,,,0.93323092,
1995Q2 [1995Q2],United Kingdom,,,,,,,,,,336934.6395,,,,,,189.6571737,73425,37639.30598,-0.111148111,0.111148111,37521,,,,,,,,4.985187499,,,,4.985187499,
1995Q2 [1995Q2],United States,,,,,,,,,,1895300,,,,,,186616.9894,187081.6,144360,0.022295673,-0.022295673,147054.8,,,,,,,,-1.095966469,,,,-1.095966469,
1995Q3 [1995Q3],Brazil,,,,,,,,,,192062.1164,,,,,,11851.64911,12151,11800.12027,0.000268293,-0.000268293,12729,,,,,,,,-0.013188194,,,,-0.013188194,
1995Q3 [1995Q3],Canada,,,,,,,,,,153633.0258,,,,,,63.95753011,50533,48006.4,-0.31205818,0.31205818,47.29025093,,,,,,,,15.33953692,,,,15.33953692,
1995Q3 [1995Q3],China,,,,,,,,,,189762.94,,,,,,34404.89188,33996.749,36576.42175,-0.011443382,0.011443382,37215,,,,,,,,0.562511084,,,,0.562511084,
1995Q3 [1995Q3],France,,,,,,,,,,407136.8921,,,,,,122.2744134,63256,92508.45658,-0.226916754,0.226916754,86301.55929,,,,,,,,11.15432362,,,,11.15432362,
1995Q3 [1995Q3],Germany,,,,,,,,,,635049.6403,,,,,,112332.1766,109164.1096,130286.7236,-0.028272667,0.028272667,125690,,,,,,,,1.389771672,,,,1.389771672,
1995Q3 [1995Q3],India,,,,,,,,,,,,,,,,9192.271875,9148,246.8456413,,,239.82,,,,,,,,,,,,,
1995Q3 [1995Q3],Italy,,,,,,,,,,332925.8961,,,,,,184.008604,180.3235441,59832,-0.179162967,0.179162967,55838,,,,,,,,8.806937691,,,,8.806937691,
1995Q3 [1995Q3],Japan,,,,,,,,,,1369932.277,,,,,,83347.13421,82954.58915,109028,-0.018746084,0.018746084,108961,,,,,,,,0.921482815,,,,0.921482815,
1995Q3 [1995Q3],United Kingdom,,,,,,,,,,337453.438,,,,,,232.9678334,74862,38639.12178,-0.113811713,0.113811713,37070,,,,,,,,5.594530407,,,,5.594530407,
1995Q3 [1995Q3],United States,,,,,,,,,,1920800,,,,,,187121.5833,189724.8,148046,0.02034339,-0.02034339,143085,,,,,,,,-1.108371842,,,,-1.108371842,
1995Q4 [1995Q4],Brazil,,,,,,,,,,199463.9445,,,,,,11371.34494,12145,12336.9789,-0.004841145,0.004841145,12328,,,,,,,,0.263760823,,,,0.263760823,
1995Q4 [1995Q4],Canada,,,,,,,,,,154996.2541,,,,,,59.41936237,51644,49851.2,-0.321245058,0.321245058,51.51156255,,,,,,,,17.50244077,,,,17.50244077,
1995Q4 [1995Q4],China,,,,,,,,,,196324.5137,,,,,,33845.9026,41495.63389,35919.32743,-0.010561212,0.010561212,41778,,,,,,,,0.57540804,,,,0.57540804,
1995Q4 [1995Q4],France,,,,,,,,,,411394.6157,,,,,,150.9019185,70183,94159.30212,-0.228511499,0.228511499,99232.59439,,,,,,,,12.4500249,,,,12.4500249,
1995Q4 [1995Q4],Germany,,,,,,,,,,639429.7928,,,,,,113350.1913,117731.2771,132158.0882,-0.029413545,0.029413545,137714,,,,,,,,1.602542402,,,,1.602542402,
1995Q4 [1995Q4],India,,,,,,,,,,,,,,,,9099.626353,9230,286.2765928,,,282.25,,,,,,,,,,,,,
1995Q4 [1995Q4],Italy,,,,,,,,,,342619.7643,,,,,,171.5673673,171.0662505,61943,-0.180291504,0.180291504,63601,,,,,,,,9.822847988,,,,9.822847988,
1995Q4 [1995Q4],Japan,,,,,,,,,,1274942.5,,,,,,86311.66363,87166.35943,107777,-0.016836317,0.016836317,110030,,,,,,,,0.917295496,,,,0.917295496,
1995Q4 [1995Q4],United Kingdom,,,,,,,,,,337749.6213,,,,,,251.1395138,75647,39564.53142,-0.116398034,0.116398034,41137,,,,,,,,6.341730854,,,,6.341730854,
1995Q4 [1995Q4],United States,,,,,,,,,,1943200,,,,,,186890.0768,190645,151224,0.018354301,-0.018354301,153391.4,,,,,,,,-0.869734917,,,,-0.869734917,
1996 [1996],Brazil,44.82968187,1.031745973,43.45074611,1.000010048,15.77505161,44.78058981,1.030605774,0.998904921,43.45030952,849511.902,15.10200063,,3.61857E+11,3.99533E+11,0.47030889,53090.24405,53347,47836.47304,0.006184458,-0.006184458,47747,1.004733893,1.004733893,,,,-37.0400059,0.275360828,-0.293056082,,0.162537326,0.595946164,-0.293056082,
1996 [1996],Canada,80.71983274,1.044796486,76.79188256,0.993955095,1.580199905,80.34493012,1.04626853,0.995355508,77.2589053,630652.6403,34.27985476,9.608333333,1.89685E+11,,,250.0075793,204448,204823,-0.324382995,0.324382995,208.9405608,1.363538332,1.363538332,,-0.720175559,,16.93482817,0.625038326,15.37117783,,,1.073054116,15.37117783,1.776579353
1996 [1996],China,,,81.74576603,1.005608649,8.302950196,,,,81.28983986,860300.819,,,,,,140091.3545,138834.6259,150873.6335,-0.01253315,0.01253315,151047,8.31423109,8.31423109,,,,,,0.59389449,,,,0.59389449,
1996 [1996],France,82.92023555,1.010987018,81.64115104,0.995392057,1.958397876,82.39007092,1.009173314,0.99360633,82.01909036,1617198.103,45.62223349,10.125,3.39824E+11,3.47297E+11,0.214752292,536.5297859,272579,371234.4561,-0.229222336,0.229222336,370835.6697,5.113992783,0.774460869,,-0.436858768,,13.92443362,0.831848461,10.86190501,,0.141286766,1.102305308,10.86190501,1.87211094
1996 [1996],Germany,86.1258147,1.044029248,82.59618842,1.001242621,1.435195407,85.68153323,1.037354566,0.994841483,82.49368003,2482361.336,39.6570153,7.744784974,7.65457E+11,8.47629E+11,0.341460765,456003.1497,455755.3075,524467.3993,-0.027580292,0.027580292,524182,1.504421062,0.774460869,101.0085275,-0.974739857,-1.855164143,14.9742511,0.723082248,1.306916742,1.411482987,0.344830967,1.144918874,1.306916742,1.432009548
1996 [1996],India,,,42.76743944,0.99766384,8.978191354,,,,42.86758496,287154.5161,25.44385283,,1.99557E+11,1.92805E+11,0.671432937,37991.4198,37946,1170.503605,0.12822684,-0.12822684,1171.92,35.39530988,35.39530988,,,,127.7359394,0.463927962,-6.076143291,,0.078436597,,-6.076143291,
1996 [1996],Italy,75.82236842,1.010112805,74.95176864,0.998514591,3.903078366,74.59546926,0.995246285,0.98381877,75.06326826,1350240.623,,,5.15474E+11,5.77837E+11,0.42795113,685.6273978,684.8592484,250983,-0.185372421,0.185372421,252111,1541.788507,0.774460869,,,,,,8.784037642,,0.235074651,1.00794937,8.784037642,
1996 [1996],Japan,103.5246727,1.023154579,100.8669847,0.996888129,0.135742305,,,,101.1818496,4835292.346,165.580669,3.350839498,1.69416E+12,1.85947E+12,0.384562063,349253.7527,349126.9962,410602,-0.012687598,0.012687598,410814,108.7941324,108.7941324,84.90182501,-0.125060351,0.151316552,-21.35526263,3.019098675,0.601213176,1.186409549,0.756466376,1.376211675,0.601213176,0.619569707
1996 [1996],United Kingdom,81.85906193,1.04470712,77.9476513,0.994788657,2.454126873,81.35796183,1.043751293,0.993878502,78.35599126,1418134.49,66.25207459,8.116666667,4.9517E+11,5.26078E+11,0.370964816,959.8242987,309963,167069.3898,-0.117132449,0.117132449,167196,0.640542201,0.640542201,69.24826298,-1.169779578,-4.763508635,7.501901235,1.208000619,5.550425657,0.96766825,0.214018144,1.088198531,5.550425657,1.500770416
1996 [1996],United States,75.22438198,1.039218722,72.12275313,0.996369972,2.936672864,75.03788342,1.04041901,0.99752077,72.38551459,8073200,54.84440451,5.408333333,2.45067E+12,2.4581E+12,0,795448.3812,795286.6,625077,0.021103327,-0.021103327,625073.3,1,1,71.56198725,-1.727722597,-1.808637873,12.2908791,,-1.031126301,,,,-1.031126301,
1996Q1 [1996Q1],Brazil,,,,,,,,,,204627.4101,,,,,,11829.98195,10751,11863.00158,-0.000161365,0.000161365,10286,,,,,,,,0.007884412,,,,0.007884412,
1996Q1 [1996Q1],Canada,,,,,,,,,,154146.8227,,,,,,61.18563039,51547,49392.1,-0.320025502,0.320025502,50.04072863,,,,,,,,15.63671498,,,,15.63671498,
1996Q1 [1996Q1],China,,,,,,,,,,202700.235,,,,,,37833.07836,29339.82364,34793.54337,0.014995222,-0.014995222,28242,,,,,,,,-0.73267914,,,,-0.73267914,
1996Q1 [1996Q1],France,,,,,,,,,,407840.8882,,,,,,133.6276389,70293,96830.92002,-0.23709563,0.23709563,96252.57026,,,,,,,,11.58469173,,,,11.58469173,
1996Q1 [1996Q1],Germany,,,,,,,,,,621504.3109,,,,,,116281.1183,114772.1357,132990.9525,-0.026886111,0.026886111,130051,,,,,,,,1.313678001,,,,1.313678001,
1996Q1 [1996Q1],India,,,,,,,,,,,,,,,,9769.915674,9852,288.6036979,,,312.09,,,,,,,,,,,,,
1996Q1 [1996Q1],Italy,,,,,,,,,,338979.5747,,,,,,156.6336219,158.3800634,61784,-0.181802595,0.181802595,61951,,,,,,,,8.883027575,,,,8.883027575,
1996Q1 [1996Q1],Japan,,,,,,,,,,1228742.948,,,,,,85534.44448,84538.10099,102755,-0.014014775,0.014014775,101692,,,,,,,,0.684773667,,,,0.684773667,
1996Q1 [1996Q1],United Kingdom,,,,,,,,,,337926.6507,,,,,,240.9270728,76742,41459.67711,-0.121975434,0.121975434,41537,,,,,,,,5.95982223,,,,5.95982223,
1996Q1 [1996Q1],United States,,,,,,,,,,1967100,,,,,,193060.2339,185852.2,152801,0.020466287,-0.020466287,153832,,,,,,,,-1.027921101,,,,-1.027921101,
1996Q2 [1996Q2],Brazil,,,,,,,,,,208235.2202,,,,,,12626.25557,12491,11994.06183,0.00303596,-0.00303596,12617,,,,,,,,-0.152481346,,,,-0.152481346,
1996Q2 [1996Q2],Canada,,,,,,,,,,156248.7506,,,,,,67.16180961,52095,51192.9,-0.327207341,0.327207341,53.69148722,,,,,,,,16.43401774,,,,16.43401774,
1996Q2 [1996Q2],China,,,,,,,,,,210843.6523,,,,,,34058.66547,33806.35725,35793.95812,-0.008230234,0.008230234,35787,,,,,,,,0.413364246,,,,0.413364246,
1996Q2 [1996Q2],France,,,,,,,,,,399016.1025,,,,,,105.0363142,67791,89424.34819,-0.223848891,0.223848891,90539.2068,,,,,,,,11.2428304,,,,11.2428304,
1996Q2 [1996Q2],Germany,,,,,,,,,,613458.9964,,,,,,111093.2436,111457.1975,126084.828,-0.024437794,0.024437794,127353,,,,,,,,1.227390358,,,,1.227390358,
1996Q2 [1996Q2],India,,,,,,,,,,94917.44919,,,,,,9432.396735,9261,300.4284663,0.096209584,-0.096209584,287.89,,,,,,,,-4.832134881,,,,-4.832134881,
1996Q2 [1996Q2],Italy,,,,,,,,,,333754.208,,,,,,160.6514865,161.9706185,62224,-0.185955254,0.185955254,63803,,,,,,,,9.33961914,,,,9.33961914,
1996Q2 [1996Q2],Japan,,,,,,,,,,1223878.046,,,,,,87598.6701,87791.41844,100763,-0.010756243,0.010756243,99646,,,,,,,,0.540233269,,,,0.540233269,
1996Q2 [1996Q2],United Kingdom,,,,,,,,,,343585.1835,,,,,,245.7007373,78153,41569.89808,-0.120273514,0.120273514,41429,,,,,,,,6.040747913,,,,6.040747913,
1996Q2 [1996Q2],United States,,,,,,,,,,2008200,,,,,,195461.001,195716.1,155477,0.019910368,-0.019910368,157052.2,,,,,,,,-0.899020239,,,,-0.899020239,
1996Q3 [1996Q3],Brazil,,,,,,,,,,214756.5869,,,,,,13770.50471,14217,11977.14166,0.008350678,-0.008350678,12955,,,,,,,,-0.377061253,,,,-0.377061253,
1996Q3 [1996Q3],Canada,,,,,,,,,,157754.3648,,,,,,62.37206744,49357,52531.6,-0.3326008,0.3326008,51.4393181,,,,,,,,15.01804742,,,,15.01804742,
1996Q3 [1996Q3],China,,,,,,,,,,218940.8613,,,,,,33045.80764,32737.20944,38789.15172,-0.026232399,0.026232399,39894,,,,,,,,1.184481262,,,,1.184481262,
1996Q3 [1996Q3],France,,,,,,,,,,408047.3898,,,,,,133.0202905,63646,93706.03158,-0.22931898,0.22931898,86970.95111,,,,,,,,10.35452506,,,,10.35452506,
1996Q3 [1996Q3],Germany,,,,,,,,,,626533.5469,,,,,,113991.893,110483.6286,133218.2613,-0.030686894,0.030686894,128699,,,,,,,,1.385616702,,,,1.385616702,
1996Q3 [1996Q3],India,,,,,,,,,,94107.84259,,,,,,8978.631695,8919,292.6599419,0.092298065,-0.092298065,286.39,,,,,,,,-4.16756879,,,,-4.16756879,
1996Q3 [1996Q3],Italy,,,,,,,,,,341298.2638,,,,,,192.0756799,189.1285281,63232,-0.184706256,0.184706256,59741,,,,,,,,8.340110137,,,,8.340110137,
1996Q3 [1996Q3],Japan,,,,,,,,,,1206626.545,,,,,,88226.37069,87441.16772,101256,-0.010798394,0.010798394,102309,,,,,,,,0.487583911,,,,0.487583911,
1996Q3 [1996Q3],United Kingdom,,,,,,,,,,356631.5886,,,,,,236.4858558,76524,41888.201,-0.116791996,0.116791996,40396,,,,,,,,5.27355237,,,,5.27355237,
1996Q3 [1996Q3],United States,,,,,,,,,,2032900,,,,,,201137.1089,204015.7,156115,0.022146741,-0.022146741,149769.8,,,,,,,,-1.013900179,,,,-1.013900179,
1996Q4 [1996Q4],Brazil,,,,,,,,,,221892.6848,,,,,,14863.50182,15888,12002.26798,0.012894674,-0.012894674,11889,,,,,,,,-0.590331216,,,,-0.590331216,
1996Q4 [1996Q4],Canada,,,,,,,,,,162502.7022,,,,,,59.2880719,51449,51706.4,-0.317823096,0.317823096,53.7690269,,,,,,,,14.55026273,,,,14.55026273,
1996Q4 [1996Q4],China,,,,,,,,,,227816.0703,,,,,,35153.80301,42951.23558,41496.98026,-0.027843414,0.027843414,47124,,,,,,,,1.274699667,,,,1.274699667,
1996Q4 [1996Q4],France,,,,,,,,,,402293.7223,,,,,,164.8455423,70849,91273.15629,-0.226472117,0.226472117,97072.94152,,,,,,,,10.36812251,,,,10.36812251,
1996Q4 [1996Q4],Germany,,,,,,,,,,620864.4822,,,,,,114636.8948,119042.3457,132173.3575,-0.028245234,0.028245234,138079,,,,,,,,1.293095384,,,,1.293095384,
1996Q4 [1996Q4],India,,,,,,,,,,98129.22436,,,,,,9810.475697,9914,288.8114986,0.097031891,-0.097031891,285.55,,,,,,,,-4.442218089,,,,-4.442218089,
1996Q4 [1996Q4],Italy,,,,,,,,,,336208.5768,,,,,,176.2666095,175.3800384,63743,-0.189069339,0.189069339,66616,,,,,,,,8.655785532,,,,8.655785532,
1996Q4 [1996Q4],Japan,,,,,,,,,,1176044.807,,,,,,87894.26746,89356.30905,105828,-0.015249192,0.015249192,107167,,,,,,,,0.69812341,,,,0.69812341,
1996Q4 [1996Q4],United Kingdom,,,,,,,,,,379991.0671,,,,,,236.7106328,78544,42151.61365,-0.110304969,0.110304969,43834,,,,,,,,5.049873041,,,,5.049873041,
1996Q4 [1996Q4],United States,,,,,,,,,,2065000,,,,,,205790.0373,209702.6,160684,0.021843117,-0.021843117,164419.3,,,,,,,,-1.039550411,,,,-1.039550411,
1997 [1997],Brazil,48.07538308,1.034769608,46.4730985,1.000282199,6.955812392,48.0229701,1.033349866,0.998909775,46.45998754,883879.9089,24.86574486,,3.75872E+11,4.15067E+11,0.4695966,59192.41841,59485,52807.21826,0.007224058,-0.007224058,52949,1.077677409,1.077677409,,,,51.67842803,0.349912603,-0.343805,,0.157534434,0.624200507,-0.343805,
1997 [1997],Canada,81.96684588,1.044011504,78.02964882,0.993863436,1.611845188,81.60868272,1.045867615,0.99563039,78.51143933,654886.239,41.82612922,9.091666667,2.0368E+11,,,265.4025392,217203,218449.1,-0.333162746,0.333162746,222.7601163,1.384865742,1.384865742,45.52957136,-0.873601082,8.369911025,14.58432426,0.588580387,15.85577112,0.611121429,,1.064240022,15.85577112,1.839797639
1997 [1997],China,,,84.02393035,1.005625353,2.78688969,,,,83.55391014,959656.3483,,,5.80113E+11,5.54286E+11,0.577588009,143171.7114,142371.0081,182874.8136,-0.041372208,0.041372208,182791,8.289856415,8.289856415,,,,,,1.968972437,,0.210373581,,1.968972437,
1997 [1997],France,83.77587438,1.009268196,82.60684669,0.995184637,1.182854042,83.24024823,1.007667664,0.993606439,83.00655341,1462888.588,51.57126447,10.3,3.54631E+11,3.62176E+11,0.247575928,541.7870827,263858,328385.0485,-0.224106787,0.224106787,329102.9525,5.835223677,0.884346188,,-0.440951245,,10.93170861,0.725714652,10.66561604,,0.137460196,1.087728062,10.66561604,2.084317032
1997 [1997],Germany,87.29249937,1.038062833,84.16936354,1.000923202,1.90465825,86.84040838,1.031734169,0.994820964,84.09172987,2221829,50.08837597,8.564601219,7.88201E+11,8.71883E+11,0,446566.6811,446654.8381,512435.1477,-0.029646056,0.029646056,512445,1.7336706,0.884346188,87.10882241,-0.617098571,0.492929342,12.35854343,0.704847335,1.410905277,1.169219617,0.330914273,1.13338717,1.410905277,1.733140213
1997 [1997],India,,,45.83780216,0.997799937,7.179206337,,,,45.93887055,407935.3477,27.90046504,,2.10815E+11,2.03616E+11,0.499137918,41463.34456,41436,1269.847528,0.098529086,-0.098529086,1270.73,36.32045788,36.32045788,,,,52.65789194,0.39261741,-4.689163659,,0.07728037,,-4.689163659,
1997 [1997],Italy,77.66812865,1.014066763,76.47732445,0.998519138,2.035383335,76.42934196,0.999372592,0.984050257,76.59074476,1236978.889,80.63165702,,5.35413E+11,5.97238E+11,0.482819881,681.1862747,680.7206805,239539,-0.193097729,0.193097729,240357,1702.632942,0.884346188,,,,2.292527416,1.134654647,9.189843185,,0.226675573,1.008426396,9.189843185,
1997 [1997],Japan,105.16952,1.021556121,102.6284225,0.996873364,1.746297606,,,,102.9503106,4416647.264,130.0951693,3.40312124,1.76279E+12,1.92751E+12,0.436419276,338405.7292,338564.1077,433364,-0.02150008,0.02150008,420586,121.0616213,121.0616213,75.75656317,-0.053500962,3.381524367,-13.84197361,1.830708854,1.023224705,1.016843729,0.731566702,1.365498588,1.023224705,0.688658598
1997 [1997],United Kingdom,83.57809654,1.047532552,79.36828252,0.994768521,1.822545249,83.06555028,1.046583694,0.993867457,79.78567959,1560753.67,81.93108957,6.983333333,5.01876E+11,5.12427E+11,0.328320227,913.5184901,316024,170179.0971,-0.108451181,0.108451181,170259,0.610183697,0.610183697,75.23725499,-6.717991185,4.545101269,1.809567099,1.152940358,5.161372706,1.009873306,0.194486426,1.085160157,5.161372706,1.413153457
1997 [1997],United States,77.01913494,1.039707941,73.8086699,0.996368763,2.337565744,76.82818678,1.040910057,0.99752077,74.07766348,8577600,71.06273017,4.941666667,2.6268E+12,2.63477E+12,0,869414.2252,869703,689181,0.021012081,-0.021012081,689180,1,1,74.50167711,-1.447717523,-5.023054792,5.715316054,,-0.966016245,,,,-0.966016245,
1997Q1 [1997Q1],Brazil,,,,,,,,,,220266.9996,,,,,,12544.77012,11443,12201.28074,0.001559423,-0.001559423,10648,,,,,,,,-0.071693411,,,,-0.071693411,
1997Q1 [1997Q1],Canada,,,,,,,,,,163975.1762,,,,,,62.05663622,52223,54568.3,-0.332405457,0.332405457,54.87863796,,,,,,,,15.28211664,,,,15.28211664,
1997Q1 [1997Q1],China,,,,,,,,,,231265.3519,,,,,,36045.9417,28810.4677,42677.83966,-0.028676574,0.028676574,35534,,,,,,,,1.318386141,,,,1.318386141,
1997Q1 [1997Q1],France,,,,,,,,,,374469.0928,,,,,,139.4079119,65706,83741.20253,-0.223254192,0.223254192,83465.83757,,,,,,,,10.26396085,,,,10.26396085,
1997Q1 [1997Q1],Germany,,,,,,,,,,571901.0947,,,,,,111149.9914,109934.7904,125409.5361,-0.024933585,0.024933585,122620,,,,,,,,1.146304761,,,,1.146304761,
1997Q1 [1997Q1],India,,,,,,,,,,100479.7248,,,,,,10884.77548,11016,305.565666,0.10528701,-0.10528701,328.35,,,,,,,,-4.840499268,,,,-4.840499268,
1997Q1 [1997Q1],Italy,,,,,,,,,,315590.6316,,,,,,150.4408643,152.4335207,59173,-0.187022532,0.187022532,57384,,,,,,,,8.598234761,,,,8.598234761,
1997Q1 [1997Q1],Japan,,,,,,,,,,1098357.944,,,,,,88019.30419,87636.12526,103304,-0.013915951,0.013915951,99469,,,,,,,,0.639776479,,,,0.639776479,
1997Q1 [1997Q1],United Kingdom,,,,,,,,,,382873.1316,,,,,,231.0400914,77292,42061.62383,-0.109254425,0.109254425,41913,,,,,,,,5.022898473,,,,5.022898473,
1997Q1 [1997Q1],United States,,,,,,,,,,2090700,,,,,,210387.3818,202968.4,164912,0.021751271,-0.021751271,164943.9,,,,,,,,-1.130333777,,,,-1.130333777,
1997Q2 [1997Q2],Brazil,,,,,,,,,,220365.9481,,,,,,15695.8563,15383,13365.42388,0.010575284,-0.010575284,14121,,,,,,,,-0.549558713,,,,-0.549558713,
1997Q2 [1997Q2],Canada,,,,,,,,,,162180.8621,,,,,,68.5270424,53161,53598.2,-0.330061588,0.330061588,56.32083232,,,,,,,,17.15209038,,,,17.15209038,
1997Q2 [1997Q2],China,,,,,,,,,,237257.954,,,,,,34400.82857,34216.88448,45428.96489,-0.04648163,0.04648163,45298,,,,,,,,2.415479833,,,,2.415479833,
1997Q2 [1997Q2],France,,,,,,,,,,367393.2368,,,,,,105.7393341,66468,84685.97081,-0.230217171,0.230217171,84916.41551,,,,,,,,11.96354212,,,,11.96354212,
1997Q2 [1997Q2],Germany,,,,,,,,,,558862.5931,,,,,,111959.6323,112226.9958,128525.423,-0.029641974,0.029641974,129511,,,,,,,,1.540384711,,,,1.540384711,
1997Q2 [1997Q2],India,,,,,,,,,,102321.2755,,,,,,10243.2276,10030,319.8550776,0.096982494,-0.096982494,304.58,,,,,,,,-5.039824585,,,,-5.039824585,
1997Q2 [1997Q2],Italy,,,,,,,,,,309995.6118,,,,,,158.2595228,159.3987347,60261,-0.193882552,0.193882552,62052,,,,,,,,10.07536526,,,,10.07536526,
1997Q2 [1997Q2],Japan,,,,,,,,,,1117598.991,,,,,,85355.71835,84814.24375,109440,-0.021550021,0.021550021,105701,,,,,,,,1.119875561,,,,1.119875561,
1997Q2 [1997Q2],United Kingdom,,,,,,,,,,386056.1961,,,,,,229.4296261,76544,42823.62672,-0.110331598,0.110331598,42684,,,,,,,,5.733528557,,,,5.733528557,
1997Q2 [1997Q2],United States,,,,,,,,,,2129700,,,,,,214136.303,214174.8,173154,0.019243228,-0.019243228,174966.4,,,,,,,,-0.931661211,,,,-0.931661211,
1997Q3 [1997Q3],Brazil,,,,,,,,,,222593.8147,,,,,,15809.8181,16514,13756.34065,0.009225222,-0.009225222,14892,,,,,,,,-0.446639297,,,,-0.446639297,
1997Q3 [1997Q3],Canada,,,,,,,,,,164774.3656,,,,,,68.6161386,54498,54935.7,-0.332983129,0.332983129,54.2123407,,,,,,,,16.12138373,,,,16.12138373,
1997Q3 [1997Q3],China,,,,,,,,,,242472.3866,,,,,,35534.04494,35324.80394,46362.54139,-0.044658679,0.044658679,48215,,,,,,,,2.16215068,,,,2.16215068,
1997Q3 [1997Q3],France,,,,,,,,,,352838.9685,,,,,,134.9242485,60978,77585.27194,-0.219506218,0.219506218,72642.01352,,,,,,,,10.62739721,,,,10.62739721,
1997Q3 [1997Q3],Germany,,,,,,,,,,536240.6625,,,,,,110320.6826,106899.5423,128072.5936,-0.033104373,0.033104373,124236,,,,,,,,1.602748777,,,,1.602748777,
1997Q3 [1997Q3],India,,,,,,,,,,102690.5516,,,,,,9806.603379,9788,320.6051042,0.092374597,-0.092374597,317.57,,,,,,,,-4.472317627,,,,-4.472317627,
1997Q3 [1997Q3],Italy,,,,,,,,,,298931.3552,,,,,,192.7476182,191.1866927,58903,-0.196400449,0.196400449,56619,,,,,,,,9.508731,,,,9.508731,
1997Q3 [1997Q3],Japan,,,,,,,,,,1132839.751,,,,,,85871.91788,84925.28973,113158,-0.024086445,0.024086445,107073,,,,,,,,1.166145625,,,,1.166145625,
1997Q3 [1997Q3],United Kingdom,,,,,,,,,,394238.6873,,,,,,227.4864474,79220,42668.53798,-0.107653188,0.107653188,41377,,,,,,,,5.212030886,,,,5.212030886,
1997Q3 [1997Q3],United States,,,,,,,,,,2165700,,,,,,221177.9892,224491.5,176446,0.020654749,-0.020654749,169041.3,,,,,,,,-0.922952776,,,,-0.922952776,
1997Q4 [1997Q4],Brazil,,,,,,,,,,220653.1465,,,,,,15141.97388,16145,13484.17299,0.007513153,-0.007513153,13288,,,,,,,,-0.335723552,,,,-0.335723552,
1997Q4 [1997Q4],Canada,,,,,,,,,,163955.8352,,,,,,66.20272198,57321,55346.9,-0.337168221,0.337168221,57.34830537,,,,,,,,15.06628575,,,,15.06628575,
1997Q4 [1997Q4],China,,,,,,,,,,248660.6557,,,,,,37190.89625,44018.85195,48405.46763,-0.045099903,0.045099903,53744,,,,,,,,2.015278959,,,,2.015278959,
1997Q4 [1997Q4],France,,,,,,,,,,368187.2901,,,,,,161.7155882,70706,82372.60322,-0.223285512,0.223285512,88078.68592,,,,,,,,9.97746264,,,,9.97746264,
1997Q4 [1997Q4],Germany,,,,,,,,,,554824.6494,,,,,,113136.3748,117593.5096,130427.595,-0.031165198,0.031165198,136078,,,,,,,,1.39260984,,,,1.39260984,
1997Q4 [1997Q4],India,,,,,,,,,,102443.7957,,,,,,10528.7381,10602,323.82168,0.099614782,-0.099614782,320.23,,,,,,,,-4.451264037,,,,-4.451264037,
1997Q4 [1997Q4],Italy,,,,,,,,,,312461.2899,,,,,,179.7382693,177.7017325,61202,-0.195295429,0.195295429,64302,,,,,,,,8.726732113,,,,8.726732113,
1997Q4 [1997Q4],Japan,,,,,,,,,,1067850.578,,,,,,79158.78874,81188.44893,107462,-0.026504842,0.026504842,108343,,,,,,,,1.184362891,,,,1.184362891,
1997Q4 [1997Q4],United Kingdom,,,,,,,,,,397585.6545,,,,,,225.5623251,82968,42625.30858,-0.106643049,0.106643049,44285,,,,,,,,4.76532052,,,,4.76532052,
1997Q4 [1997Q4],United States,,,,,,,,,,2191500,,,,,,223712.5512,228068.3,174669,0.022378988,-0.022378988,180228.4,,,,,,,,-0.884575837,,,,-0.884575837,
